Compound_ID,SMILES,InChIKey,Molecular_Formula,MW_Da,p_repellent,OOD_Score,Target_Species,PubChem_CID
REP_00001,CC(C)=CCC/C(C)=C/COC(=O)c1cc(-c2ccccc2)nn1-c1ccc([N+](=O)[O-])cc1,FOZBUHJBPFKESM-CAPFRKAQSA-N,C26H27N3O4,445.2002,0.99999999,0.46701279100775533,Aedes aegypti,52920578
REP_00002,CC(C)=CCC/C(C)=C/COC(=O)c1cc(C(C)C)nn1-c1ccc([N+](=O)[O-])cc1,CHSUSWDWCXKNKB-QGOAFFKASA-N,C23H29N3O4,411.2158,0.99999999,0.45632184062719766,Aedes aegypti,52920575
REP_00003,CCCOC(=O)CC(O)(CC(=O)OCCC)C(=O)OCCC,ODHUFJLMXDXVRC-UHFFFAOYSA-N,C15H26O7,318.1679,0.99999999,0.43939572236967694,Aedes aegypti,74113
REP_00004,CCOC(=O)N(C(=O)OCC)C(=O)OCC,WMXDFLUIDJYHMF-UHFFFAOYSA-N,C9H15NO6,233.0899,0.99999999,0.4040053965162942,Aedes aegypti,76671
REP_00005,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,KAATUXNTWXVJKI-UHFFFAOYSA-N,C22H19Cl2NO3,415.0742,0.99999999,0.683073765149291,Aedes aegypti,2912
REP_00006,CC(C)(COC(=O)CCl)[N+](=O)[O-],TYKRYWSLMKDDAU-UHFFFAOYSA-N,C6H10ClNO4,195.0298,0.05263157894736842,0.5139461095805223,Aedes aegypti,154346602
REP_00007,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,JUVIOZPCNVVQFO-HBGVWJBISA-N,C23H22O6,394.1416,0.99999999,1.0,Aedes aegypti,6758
REP_00008,CCCCOCCOCC(=O)NC(=O)OCCCC,OHXLMTKMPUGANV-UHFFFAOYSA-N,C13H25NO5,275.1733,0.99999999,0.5542874621562863,Aedes aegypti,
REP_00009,O=C1NC(=O)c2c1cccc2[N+](=O)[O-],BONIIQYTWOPUQI-UHFFFAOYSA-N,C8H4N2O4,192.0171,0.99999999,0.7004765764505768,Aedes aegypti,11779
REP_00010,c1cc2c(cc1CCCCOCCCCc1ccc3c(c1)OCO3)OCO2,CMNIOEMEVLGZGE-UHFFFAOYSA-N,C22H26O5,370.178,0.99999999,0.4161720834680652,Aedes aegypti,141224260
REP_00011,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,C21H20Cl2O3,390.0789,0.99999999,0.40939761716473333,Aedes aegypti,40326
REP_00012,C=C/C=C/CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,VJFUPGQZSXIULQ-QYVAASDLSA-N,C22H28O5,372.1937,0.99999999,0.7833797747691262,Aedes aegypti,6433155
REP_00013,CC(C)C1OCC(C)([N+](=O)[O-])CO1,GDCZMRZHWQTAHN-UHFFFAOYSA-N,C8H15NO4,189.1001,0.8695652173913043,0.5368072936959487,Aedes aegypti,13040515
REP_00014,CC(=O)OC[C@](C)(O)C(=O)OCCC(C)C,HJOWXBVJJZTCHX-NSHDSACASA-N,C11H20O5,232.1311,0.99999999,0.5191487690366208,Aedes aegypti,
REP_00015,C=C(CC1CC/C(=N/OC(=O)CCCCl)C1CCCCC)OC/C=C(\C)CCC=C(C)C,MGOHLGKFUMZMJA-KZEDTELPSA-N,C27H44ClNO3,465.301,0.99999999,0.3073687774076182,Aedes aegypti,
REP_00016,CCCCOC(=O)C[C@H](O)C(=O)OCCCC,PDSCSYLDRHAHOX-JTQLQIEISA-N,C12H22O5,246.1467,0.99999999,0.36457240937630203,Aedes aegypti,95385
REP_00017,CCCCOP(=O)(OCCCC)OCCCC,STCOOQWBFONSKY-UHFFFAOYSA-N,C12H27O4P,266.1647,0.99999999,0.40498967545380526,Aedes aegypti,31357
REP_00018,CCCOC(=O)c1ccc(C(=O)OCCC)nc1,IITCWRFYJWUUPC-UHFFFAOYSA-N,C13H17NO4,251.1158,0.99999999,0.5476162019255898,Aedes aegypti,8693
REP_00019,CCOC(=O)C(C)C(C#N)C(=O)OCC,YGEGVBWONVKDHX-UHFFFAOYSA-N,C10H15NO4,213.1001,0.99999999,0.47328823822950733,Aedes aegypti,249809
REP_00020,CCOC(=O)CCC1(C)OCC(COC)O1,GBJCKNLHNSXPAM-UHFFFAOYSA-N,C11H20O5,232.1311,0.99999999,0.7582521571439502,Aedes aegypti,245458
REP_00021,O[C@H](c1ccccc1Cl)C(Cl)(Cl)Cl,CFMLFQVQUCIPIX-SSDOTTSWSA-N,C8H6Cl4O,257.9173,0.9088934363610177,0.5038931277136786,Aedes aegypti,221276
REP_00022,CC(C)=CCC/C(C)=C/COC(=O)c1cc(-c2ccccc2)nn1C(C)(C)C,HRQYCIIBJOQVMJ-XDJHFCHBSA-N,C24H32N2O2,380.2464,0.99999999,0.44768769818687787,Aedes aegypti,52920576
REP_00023,CC(C)=CCC/C(C)=C/COC(=O)c1cc(C)nn1C(C)(C)C,SVWVMWIAKBOMCH-RVDMUPIBSA-N,C19H30N2O2,318.2307,0.99999999,0.3821098703918041,Aedes aegypti,52921547
REP_00024,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,YKPUWZUDDOIDPM-SOFGYWHQSA-N,C18H27NO3,305.1991,0.99999999,0.5977858539993063,Aedes aegypti,548943
REP_00025,CC(C)=CCC/C(C)=C/COC(=O)c1c(F)cccc1F,DCRNWHSATSVXGC-JLHYYAGUSA-N,C17H20F2O2,294.1431,0.99999999,0.5850276726708238,Aedes aegypti,52920640
REP_00026,CC(C)=CCC/C(C)=C/COC(=O)c1cc(-c2ccccc2)nn1-c1ccccc1,CUSYZGZRDAJYFS-HEHNFIMWSA-N,C26H28N2O2,400.2151,0.99999999,0.3902709597836876,Aedes aegypti,52920577
REP_00027,CC(C)=CCC/C(C)=C/COC(=O)c1cc(C)nn1-c1ccccc1,GKISULDNYAUNTL-GHRIWEEISA-N,C21H26N2O2,338.1994,0.99999999,0.3741322747827973,Aedes aegypti,52921548
REP_00028,CC(C)OC(=O)CCC(=O)N(C(C)C)C(C)C,XCCJHTUANVHLEA-UHFFFAOYSA-N,C13H25NO3,243.1834,0.99999999,0.202957900977859,Aedes aegypti,249227
REP_00029,COC(=O)CCCCC(=O)N(C(C)C)C(C)C,OKDBCLDDUYQSGA-UHFFFAOYSA-N,C13H25NO3,243.1834,0.99999999,0.2143698512318784,Aedes aegypti,245404
REP_00030,CC(C)=CCC/C(C)=C/COC(=O)c1cc(C(C)C)nn1-c1ccccc1,NEHHMFTZYFJTKB-XMHGGMMESA-N,C23H30N2O2,366.2307,0.99999999,0.3734293400937115,Aedes aegypti,52920574
REP_00031,CC(C)=CCC/C(C)=C/COC(=O)c1cc(C(C)C)nn1C(C)(C)C,VILDBNRLFYLAMS-SFQUDFHCSA-N,C21H34N2O2,346.262,0.99999999,0.37865036331981033,Aedes aegypti,52921551
REP_00032,CC(=O)COC(=O)C1(O)CCCCC1,KTFWMELRPMXQHE-UHFFFAOYSA-N,C10H16O4,200.1049,0.99999999,0.3312030891471475,Aedes aegypti,55601701
REP_00033,CC1(CC(=O)OC2CCCCC2)OCCO1,RCEPTYPDPKFZAR-UHFFFAOYSA-N,C12H20O4,228.1362,0.99999999,0.2967951272918115,Aedes aegypti,
REP_00034,CC[C@H](C)OC(=O)CCC(=O)N(C(C)C)C(C)C,WWXDEOPXZSMZFZ-LBPRGKRZSA-N,C14H27NO3,257.1991,0.99999999,0.2127931346403463,Aedes aegypti,
REP_00035,CC[C@H](C)OC(=O)CCC(=O)N(CC)CC,SNSCLSFFZQGNQF-JTQLQIEISA-N,C12H23NO3,229.1678,0.99999999,0.19380545974380228,Aedes aegypti,
REP_00036,CCC(C)OC(=O)N1CCCCC1CCO,QLHULAHOXSSASE-UHFFFAOYSA-N,C12H23NO3,229.1678,0.99999999,0.6764852765471989,Aedes aegypti,125098
REP_00037,CCC(=O)Oc1ccccc1C(=O)OC,PYBKJYXFTAFKIO-UHFFFAOYSA-N,C11H12O4,208.0736,0.99999999,0.25307582808402196,Aedes aegypti,836916
REP_00038,CCCC(=O)OCCN(CC)C(=O)CCC,WIDCBXCSJKGBEW-UHFFFAOYSA-N,C12H23NO3,229.1678,0.99999999,0.41290537019220314,Aedes aegypti,245382
REP_00039,C=C(CC1CC/C(=N/OC(=O)C(C)(C)CC)C1CCCCC)OC/C=C(\C)CCC=C(C)C,AQMRZNLWDKCLCM-DRMRTFAXSA-N,C29H49NO3,459.3712,0.99999999,0.5339506708808964,Aedes aegypti,
REP_00040,C=C(CC1CC/C(=N/OC(=O)C2CC2)C1CCCCC)OC/C=C(\C)CCC=C(C)C,LICRVGGUWYCAGY-JAAYKZSGSA-N,C27H43NO3,429.3243,0.99999999,0.20457621579794885,Aedes aegypti,
REP_00041,C=C(CC1CC/C(=N/OC(=O)C2CCC2)C1CCCCC)OC/C=C(\C)CCC=C(C)C,WWXXEOXENNQCBB-IKBCAMPVSA-N,C28H45NO3,443.3399,0.99999999,0.20417989448092605,Aedes aegypti,
REP_00042,C=C(CC1CC/C(=N/OC(=O)C2CCCC2)C1CCCCC)OC/C=C(\C)CCC=C(C)C,UBWPBMNFVAJXCV-PUAUDHHESA-N,C29H47NO3,457.3556,0.99999999,0.19983011779483387,Aedes aegypti,
REP_00043,C=C(CC1CC/C(=N/OC(=O)CC)C1CCCCC)OC/C=C(\C)CCC=C(C)C,LGRXROAWYJSBMY-LKYVFCPNSA-N,C26H43NO3,417.3243,0.99999999,0.29784535205452556,Aedes aegypti,
REP_00044,C=CCC(=O)O/N=C1/CCC(CC(=C)OC/C=C(\C)CCC=C(C)C)C1CCCCC,KGYIJSNMMDHLCL-JXHDRPAUSA-N,C27H43NO3,429.3243,0.99999999,0.3977329101318566,Aedes aegypti,
REP_00045,C=CCCC(=O)O/N=C1/CCC(CC(=C)OC/C=C(\C)CCC=C(C)C)C1CCCCC,JQJHIMFKUMWFHY-DRPAJOLBSA-N,C28H45NO3,443.3399,0.99999999,0.34398059231854333,Aedes aegypti,
REP_00046,C=C(CC1CC/C(=N/OC(=O)CCCCC)C1CCCCC)OC/C=C(\C)CCC=C(C)C,KCHVIKPYYFBRAV-OQVVGELLSA-N,C29H49NO3,459.3712,0.99999999,0.24991320393188846,Aedes aegypti,
REP_00047,C=C(CC1CC/C(=N/OC(=O)c2ccccc2)C1CCCCC)OC/C=C(\C)CCC=C(C)C,FGLKHBPMYXNBOC-UWKKQAPASA-N,C30H43NO3,465.3243,0.99999999,0.3213529045565104,Aedes aegypti,
REP_00048,CCCCN(CCC(=O)OCC)C(C)=O,VZRKEAFHFMSHCD-UHFFFAOYSA-N,C11H21NO3,215.1521,0.99999999,0.32496461031258006,Aedes aegypti,104150
REP_00049,CCCCN(CCOC(=O)CC)C(=O)CC,CUKHPXLJKGYCGU-UHFFFAOYSA-N,C12H23NO3,229.1678,0.99999999,0.35881028769253587,Aedes aegypti,245384
REP_00050,CCCCOC(=O)/C=C/C(=O)OCCCC,JBSLOWBPDRZSMB-BQYQJAHWSA-N,C12H20O4,228.1362,0.99999999,0.24059365359668117,Aedes aegypti,5271570
REP_00051,CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,OKIJSNGRQAOIGZ-UHFFFAOYSA-N,C12H18O4,226.1205,0.99999999,0.34469454632848023,Aedes aegypti,10760
REP_00052,CCCCOC(=O)CN1CCOCC1,RXLQKAXLSHPIFI-UHFFFAOYSA-N,C10H19NO3,201.1365,0.99999999,0.455064785998342,Aedes aegypti,59204117
REP_00053,CCCCOCCOC(=O)C1(O)CCCC1,CFGLHIIXIIBIDF-UHFFFAOYSA-N,C12H22O4,230.1518,0.99999999,0.18779040743058983,Aedes aegypti,245377
REP_00054,CCCCOCCOC(=O)C1(O)CCCCC1,MFAHPLOGYBDMIF-UHFFFAOYSA-N,C13H24O4,244.1675,0.99999999,0.18609388558863155,Aedes aegypti,248371
REP_00055,CCCN(CCC)C(=O)CCC(=O)O[C@@H](C)CC,AQDPLOFXDUZUAK-LBPRGKRZSA-N,C14H27NO3,257.1991,0.99999999,0.20268486646406517,Aedes aegypti,245414
REP_00056,CCCN(CCC)C(=O)CCC(=O)OCC,RKOVACICPIRRED-UHFFFAOYSA-N,C12H23NO3,229.1678,0.99999999,0.15707372355590257,Aedes aegypti,82404
REP_00057,CCCOC(=O)CCC(=O)N(CCC)CCC,QYPCSIWAKGGAFC-UHFFFAOYSA-N,C13H25NO3,243.1834,0.99999999,0.17021508352094827,Aedes aegypti,245404
REP_00058,CCCN(CCC)C(=O)CCCC(=O)OCC,GNLVQVJMCKVPJU-UHFFFAOYSA-N,C13H25NO3,243.1834,0.99999999,0.2242786087871356,Aedes aegypti,245403
REP_00059,CCCOC(=O)CCC(=O)N(C(C)C)C(C)C,GNANEQXTQWNBAZ-UHFFFAOYSA-N,C13H25NO3,243.1834,0.99999999,0.19889310232308918,Aedes aegypti,249228
REP_00060,CCCOC(=O)CCC(=O)N(CC)CC,UZCDZCKZKAMXMC-UHFFFAOYSA-N,C11H21NO3,215.1521,0.99999999,0.16571852640304213,Aedes aegypti,79913
REP_00061,CCCc1cc(C(=O)OC/C=C(\C)CCC=C(C)C)n(-c2ccccc2)n1,FQGSPNWOZUYZSH-XDJHFCHBSA-N,C23H30N2O2,366.2307,0.99999999,0.38686258852485034,Aedes aegypti,52921550
REP_00062,CCCc1cc(C(=O)OC/C=C(\C)CCC=C(C)C)n(C(C)(C)C)n1,ZWCGHMUFMOUSSG-GHRIWEEISA-N,C21H34N2O2,346.262,0.99999999,0.39649689874853156,Aedes aegypti,52921549
REP_00063,CCOC(=O)/C=C\C(=O)N(CC)CC,ZSLXUJMRRXVLBF-FPLPWBNLSA-N,C10H17NO3,199.1208,0.99999999,0.4625211207377529,Aedes aegypti,
REP_00064,CCN(CC)C(=O)CCC(=O)OC(C)C,WLAIEXGYZQAFTH-UHFFFAOYSA-N,C11H21NO3,215.1521,0.99999999,0.18594348375578731,Aedes aegypti,
REP_00065,CCOC(=O)CCC(=O)N(CC)CC,ILXMMLXNGGTPIM-UHFFFAOYSA-N,C10H19NO3,201.1365,0.99999999,0.14073764646056788,Aedes aegypti,347845
REP_00066,CCN(CC)C(=O)CCCC(=O)OC,PRFNMZJBASGWBD-UHFFFAOYSA-N,C10H19NO3,201.1365,0.99999999,0.22945922331224175,Aedes aegypti,12618393
REP_00067,CCOC(=O)CCCCC(=O)N(CC)CC,CAFJZYMPWONECK-UHFFFAOYSA-N,C12H23NO3,229.1678,0.99999999,0.1809374309812017,Aedes aegypti,245385
REP_00068,CCOC(=O)C(=O)[C@@H]1CCCCC1=O,SIQOFNOENHOIFT-SSDOTTSWSA-N,C10H14O4,198.0892,0.99999999,0.4129146652153763,Aedes aegypti,219637
REP_00069,CCOC(=O)C1=CC(=O)CC(C)(C)O1,XNMFBVRJDPJTDH-UHFFFAOYSA-N,C10H14O4,198.0892,0.99999999,0.342903829097752,Aedes aegypti,225938
REP_00070,CCOC(=O)C1=C2CCC(C2)C1C(=O)OCC,RYQMZFLBQFTYQS-UHFFFAOYSA-N,C13H18O4,238.1205,0.99999999,0.5489161040302245,Aedes aegypti,19795045
REP_00071,CCOC(=O)CCCC(=O)N(C(C)C)C(C)C,VGAJVYHZZNGSKR-UHFFFAOYSA-N,C13H25NO3,243.1834,0.99999999,0.22776166275608095,Aedes aegypti,245405
REP_00072,CCOC(=O)c1ccccc1C(=O)OC,HGERXYZHJFOFNE-UHFFFAOYSA-N,C11H12O4,208.0736,0.99999999,0.22372223793288945,Aedes aegypti,36656
REP_00073,CCOCCOC(=O)C1(O)CCCCC1,JQKXMVKRNAHXOQ-UHFFFAOYSA-N,C11H20O4,216.1362,0.99999999,0.2301948759345871,Aedes aegypti,245457
REP_00074,COC(=O)C1=C2CC[C@H](C2)[C@@H]1C(=O)OC,BVHFJUMZSONASW-SVRRBLITSA-N,C11H14O4,210.0892,0.99999999,0.5418336520312284,Aedes aegypti,
REP_00075,COC(=O)[C@@H]1[C@H](C(=O)OC)[C@@H]2C=C[C@H]1C2,VGQLNJWOULYVFV-SPJNRGJMSA-N,C11H14O4,210.0892,0.99999999,0.5830517356052404,Aedes aegypti,10921747
REP_00076,COC(=O)c1ccccc1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,C10H10O4,194.0579,0.99999999,0.2002107837512993,Aedes aegypti,8554
REP_00077,NC(=O)C(=O)O,SOWBFZRMHSNYGE-UHFFFAOYSA-N,C2H3NO3,89.0113,0.047619047619047616,0.36460272925108544,Aedes aegypti,974
REP_00078,O=C(CCCl)OC[C@H]1CCCO1,GOKMPKJTXRTDFE-SSDOTTSWSA-N,C8H13ClO3,192.0553,0.22,0.5744460039062174,Aedes aegypti,551317
REP_00079,C=C(Cl)COC(=O)Cc1ccccc1,PPWYQXJZXLJCBY-UHFFFAOYSA-N,C11H11ClO2,210.0448,0.99999999,0.41269075411204664,Aedes aegypti,139889166
REP_00080,C=CCS[S@](=O)CC=C,JDLKFOPOAOFWQN-VIFPVBQESA-N,C6H10OS2,162.0173,0.19672131147540983,0.6460680184559632,Aedes aegypti,65036
REP_00081,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,ZCVAOQKBXKSDMS-UHFFFAOYSA-N,C19H26O3,302.1882,0.99999999,0.6852657689659184,Aedes aegypti,11442
REP_00082,CC1(C)OC(=O)[C@@H](c2ccccc2)O1,JKKLKPFEVGIRGI-SECBINFHSA-N,C11H12O3,192.0786,0.99999999,0.6111578140248465,Aedes aegypti,236010
REP_00083,CC(C)=CCC/C(C)=C/COC(=O)c1ccc(Br)cc1,DZZYLTXXLXPPPS-SDNWHVSQSA-N,C17H21BrO2,336.0725,0.99999999,0.2764679890454911,Aedes aegypti,52920580
REP_00084,CC(C)CCOC(=O)CC1(O)CCCCC1,YPZJKRRAQSWQCI-UHFFFAOYSA-N,C13H24O3,228.1725,0.99999999,0.17974521844036623,Aedes aegypti,81376
REP_00085,CC(C)CCOC[C@@H](O)CO,AIOHBDYXYKMBIF-QMMMGPOBSA-N,C8H18O3,162.1256,0.16923076923076924,0.22998794649239768,Aedes aegypti,95650
REP_00086,CC(C)CN1C(=O)C2CCC(C)CC2C1=O,ZSUUODZXXGQGIR-UHFFFAOYSA-N,C13H21NO2,223.1572,0.99999999,0.38909141090554034,Aedes aegypti,18740204
REP_00087,CC(C)CN1C(=O)C2CC=CCC2C1=O,RJVDGBPUJARLGF-UHFFFAOYSA-N,C12H17NO2,207.1259,0.99999999,0.3246765402461834,Aedes aegypti,5003903
REP_00088,CC(C)CN1C(=O)C2CCCCC2C1=O,WWEQGOIIPUEQRK-UHFFFAOYSA-N,C12H19NO2,209.1416,0.99999999,0.29909975484478735,Aedes aegypti,17296588
REP_00089,CC(C)CNC(=O)COCCc1ccccc1,KYLPBBOZHBPPBO-UHFFFAOYSA-N,C14H21NO2,235.1572,0.99999999,0.5626501605890575,Aedes aegypti,154133407
REP_00090,CC(C)COC(=O)[C@H](O)c1ccccc1,UXPTXOYCOCXVQX-LLVKDONJSA-N,C12H16O3,208.1099,0.99999999,0.3194825558699053,Aedes aegypti,224763
REP_00091,CC(C)N(C(=O)CC1(O)CCCCC1)C(C)C,JOBNOVQOWAIWBO-UHFFFAOYSA-N,C14H27NO2,241.2042,0.99999999,0.2900582359666531,Aedes aegypti,245412
REP_00092,CC(=O)CCC(=O)N(C(C)C)C(C)C,BEFKMDJGUWGWFH-UHFFFAOYSA-N,C11H21NO2,199.1572,0.99999999,0.2092104441776497,Aedes aegypti,245460
REP_00093,CC1CCC2C(=O)N(C(C)C)C(=O)C2C1,UTUOIGUPGKSTLV-UHFFFAOYSA-N,C12H19NO2,209.1416,0.99999999,0.48476817032613967,Aedes aegypti,11820405
REP_00094,CC(C)OC(=O)[C@H](O)c1ccccc1,SCJJMBMUZTUIJU-SNVBAGLBSA-N,C11H14O3,194.0943,0.99999999,0.24072122097010087,Aedes aegypti,20071
REP_00095,CC(C)OC(=O)C[C@](C)(O)c1ccccc1,PFZJVJFFPRNQJD-ZDUSSCGKSA-N,C13H18O3,222.1256,0.99999999,0.4114885292811788,Aedes aegypti,24976045
REP_00096,COc1ccc(C(=O)OC(C)C)cc1,UVCWQNZMIZWZOH-UHFFFAOYSA-N,C11H14O3,194.0943,0.99999999,0.261794671861394,Aedes aegypti,243786
REP_00097,CC(C)OC(=O)c1ccccc1N,XKOZHFJYXAQZJX-UHFFFAOYSA-N,C10H13NO2,179.0946,0.99999999,0.24426424390842644,Aedes aegypti,87499
REP_00098,CC1CCC(OC(=O)CC#N)CC1,CMCOEZDHRFGTBM-UHFFFAOYSA-N,C10H15NO2,181.1103,0.99999999,0.24736782353221506,Aedes aegypti,347844
REP_00099,CC1CCCC(OC(=O)CC#N)C1,CTDKLJRGUUEWKD-UHFFFAOYSA-N,C10H15NO2,181.1103,0.99999999,0.3160376785984445,Aedes aegypti,144135633
REP_00100,COC(C[C@@H](C)CCCC(C)(C)O)OC,QCJVKUULZGKQDG-JTQLQIEISA-N,C12H26O3,218.1882,0.99999999,0.451382594263308,Aedes aegypti,8863
REP_00101,CC(O)(CO)CO,OOJRTGIXWIUBGG-UHFFFAOYSA-N,C4H10O3,106.063,0.20408163265306123,0.35625507172995075,Aedes aegypti,345901
REP_00102,C=C(C)COC(=O)C(=C)c1ccco1,UELUMXNZYCCCRU-UHFFFAOYSA-N,C11H12O3,192.0786,0.99999999,0.6013455661985189,Aedes aegypti,
REP_00103,CC(O)COCC1CCC(C)OC1C,XTZDVQZKEWKTIE-UHFFFAOYSA-N,C11H22O3,202.1569,0.99999999,0.574644930540857,Aedes aegypti,
REP_00104,COC(=O)c1ccccc1C(C)=O,UFOAYTOVTNNRKJ-UHFFFAOYSA-N,C10H10O3,178.063,0.8695652173913043,0.27125430234962283,Aedes aegypti,
REP_00105,CC1CCC(COCCO)C(C)O1,HMJJVBGLJVZMOJ-UHFFFAOYSA-N,C10H20O3,188.1412,0.99999999,0.46903154932511565,Aedes aegypti,
REP_00106,CCC(C)N1C(=O)C2CC=CCC2C1=O,FUGBPDZJGPFECL-UHFFFAOYSA-N,C12H17NO2,207.1259,0.99999999,0.3598835198530553,Aedes aegypti,
REP_00107,CCC(C)N1C(=O)C2CCCCC2C1=O,KOPLMJOXOLPUJL-UHFFFAOYSA-N,C12H19NO2,209.1416,0.99999999,0.3398000727746433,Aedes aegypti,12400405
REP_00108,CC[C@H](C)N1C(=O)c2ccccc2C1=O,ZTXOTHWCDVUQRM-QMMMGPOBSA-N,C12H13NO2,203.0946,0.99999999,0.4404400207543006,Aedes aegypti,95380
REP_00109,CC[C@H](C)OC(=O)C=Cc1ccco1,MOOSUKHAVBILRH-VIFPVBQESA-N,C11H14O3,194.0943,0.99999999,0.5212100769695436,Aedes aegypti,
REP_00110,CCOC(=O)C1C(C)=CC(=O)CC1CC,RWKYZCXJMNVELJ-UHFFFAOYSA-N,C12H18O3,210.1256,0.99999999,0.49511435029625794,Aedes aegypti,221293
REP_00111,CCC(CO)(CO)CO,ZJCCRDAZUWHFQH-UHFFFAOYSA-N,C6H14O3,134.0943,0.2033898305084746,0.2853445362567401,Aedes aegypti,6510
REP_00112,CCC(=O)OC[C@H](O)c1ccccc1,FFYYFERLDCVSLB-JTQLQIEISA-N,C11H14O3,194.0943,0.99999999,0.3095451716801861,Aedes aegypti,14193827
REP_00113,CCC(=O)OCc1ccc(OC)cc1,YWIJRJQYADFRTL-UHFFFAOYSA-N,C11H14O3,194.0943,0.99999999,0.2740323998163017,Aedes aegypti,61417
REP_00114,CCCC(=O)OCC(CC)C(O)CCC,LDXCVXVVGCHCKA-UHFFFAOYSA-N,C12H24O3,216.1725,0.99999999,0.3510618185337185,Aedes aegypti,347867
REP_00115,CCCC(=O)O[C@H]1CCCCC1=O,FPZVIRABLKTVID-VIFPVBQESA-N,C10H16O3,184.1099,0.99999999,0.4095491371685021,Aedes aegypti,53812450
REP_00116,CCCC[C@@](C=O)(CC)CCC(=O)O,WRURAEQBOYRAPP-NSHDSACASA-N,C11H20O3,200.1412,0.99999999,0.43715486521660346,Aedes aegypti,121216957
REP_00117,CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,WLLGXSLBOPFWQV-UHFFFAOYSA-N,C17H25NO2,275.1885,0.99999999,0.5134121082172026,Aedes aegypti,8227
REP_00118,CCCCC(CC)COCC(O)CO,NCZPCONIKBICGS-UHFFFAOYSA-N,C11H24O3,204.1725,0.99999999,0.4270637490327467,Aedes aegypti,9859093
REP_00119,CCCCCC(=O)OCCCO,WABLATSSBBFMIL-UHFFFAOYSA-N,C9H18O3,174.1256,0.5,0.22316016950986403,Aedes aegypti,243665
REP_00120,CCCCCC[C@H](O)C(=O)OCCCC,UPDJYNWVCBAVCS-NSHDSACASA-N,C12H24O3,216.1725,0.99999999,0.29545270627427667,Aedes aegypti,347866
REP_00121,CCCCCCCC(=O)OC(=O)CCCCCCC,RAFYDKXYXRZODZ-UHFFFAOYSA-N,C16H30O3,270.2195,0.99999999,0.29811385599754353,Aedes aegypti,69340
REP_00122,CCCCCCCCN1C(=O)CCC1=O,IOPYEPCKCIGSSY-UHFFFAOYSA-N,C12H21NO2,211.1572,0.99999999,0.29702378641122923,Aedes aegypti,256601
REP_00123,CCCCCCOC(=O)[C@H](O)c1ccccc1,WTWKQARYVVXCNG-CYBMUJFWSA-N,C14H20O3,236.1412,0.99999999,0.18509892444960946,Aedes aegypti,21565
REP_00124,CCCCCCOC[C@@H](O)CO,MQVMITUCTLYRNV-VIFPVBQESA-N,C9H20O3,176.1412,0.6,0.22492838242377414,Aedes aegypti,
REP_00125,CCCCCN1C(=O)CCC1=O,NEQDNPLLVJBQNJ-UHFFFAOYSA-N,C9H15NO2,169.1103,0.42857142857142855,0.2934751743386941,Aedes aegypti,79245
REP_00126,CCCCN1C(=O)C2CC=CCC2C1=O,HZZBHUQGZJXCEV-UHFFFAOYSA-N,C12H17NO2,207.1259,0.99999999,0.3204266696896649,Aedes aegypti,95074
REP_00127,CCCCN1C(=O)C2CCCCC2C1=O,CKRGZAJCIHRLRI-UHFFFAOYSA-N,C12H19NO2,209.1416,0.99999999,0.3094338293955427,Aedes aegypti,45133407
REP_00128,C=C(CCN(CCCC)C(C)=O)OCC,OUMMWAJUBBXCGA-UHFFFAOYSA-N,C12H23NO2,213.1729,0.99999999,0.3906830528425758,Aedes aegypti,144051127
REP_00129,CCCCOC(=O)[C@H](O)c1ccccc1,QLVXFMSPNHAPMO-LLVKDONJSA-N,C12H16O3,208.1099,0.99999999,0.1764051811997153,Aedes aegypti,85668
REP_00130,CCCCOC(=O)CC1(O)CCCCC1,RZHRDWRQAUGJTB-UHFFFAOYSA-N,C12H22O3,214.1569,0.99999999,0.14122742502776206,Aedes aegypti,245376
REP_00131,CCCCOC(=O)CNCc1ccccc1,JTXMFNLHSFROFU-UHFFFAOYSA-N,C13H19NO2,221.1416,0.99999999,0.4561160620742642,Aedes aegypti,53974441
REP_00132,CCCCOC(=O)c1ccccc1N,HUIYGGQINIVDNW-UHFFFAOYSA-N,C11H15NO2,193.1103,0.99999999,0.21978895844401256,Aedes aegypti,24433
REP_00133,CCCN1C(=O)C2CC=CCC2C1=O,BAPLXEYNVOWNPO-UHFFFAOYSA-N,C11H15NO2,193.1103,0.99999999,0.3350814929755631,Aedes aegypti,16236
