Compound_ID,SMILES,InChIKey,Insecticidal_Active,ChEMBL_ID,N_Assay_Records,Best_pChEMBL,Median_pChEMBL,Target_Organisms,Source
EXT_00470,CCCCCCCOc1ccc(Cc2ccccc2)cc1,OEYNHYTUESUSJT-UHFFFAOYSA-N,1,CHEMBL2271805,1,7.17,7.17,Culex pipiens,ChEMBL
EXT_00471,CN(C)CCNC(=S)Nc1ccccc1Cl,OFBFNFQGVFVHQX-UHFFFAOYSA-N,0,CHEMBL4100253,1,4.77,4.77,Anopheles gambiae,ChEMBL
EXT_00472,CCCCO/N=C/COc1ccc(Cc2ccccc2)cc1,OFUQRSHHVCTJPU-DEDYPNTBSA-N,1,CHEMBL2271779,1,7.41,7.41,Culex pipiens,ChEMBL
EXT_00473,CCCNCCOc1ccc(Oc2ccccc2)cc1,OHIGXARRRILQLQ-UHFFFAOYSA-N,1,CHEMBL2271814,1,9.55,9.55,Culex pipiens,ChEMBL
EXT_00474,CC1(O)c2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2C(F)C1F,OHNXDEFNJJWNIY-UHFFFAOYSA-N,1,CHEMBL203684,1,6.46,6.46,Musca domestica,ChEMBL
EXT_00475,CCC(=O)NCCc1c2c3c(ccnc3c3ncsc13)-c1ccccc1N2,OHRPKUDJMIHDKF-UHFFFAOYSA-N,0,CHEMBL463916,1,,,Spodoptera littoralis,ChEMBL
EXT_00476,O=C(O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1,OIDKVWTWGDWMHY-RYUDHWBXSA-N,0,CHEMBL298979,2,,,Plutella xylostella,ChEMBL
EXT_00477,C=C1C(CC(C)C)=C(C#N)C(=O)N1c1c(C)cc(C)cc1C,OITFROHSZHTQCD-UHFFFAOYSA-N,0,CHEMBL1253939,1,,,Lucilia cuprina,ChEMBL
EXT_00478,O=C(/N=C1/N(CCCCCCCN2CCN(Cc3ccc(Cl)nc3)/C2=N/C(=O)C(F)(F)F)CCN1Cc1ccc(Cl)nc1)C(F)(F)F,OJCUFAQXRSDDTI-KPZCBJDLSA-N,1,CHEMBL2252350,1,5.54,5.54,Musca domestica,ChEMBL
EXT_00479,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1cncc(CN2CCN(Cc3ccc(Cl)nc3)/C2=N\[N+](=O)[O-])c1,OKMFNMVAOMPGDC-UXPPBCCBSA-N,1,CHEMBL2252499,1,5.64,5.64,Musca domestica,ChEMBL
EXT_00480,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1C,OLXVWOVGXFQBNM-UHFFFAOYSA-N,1,CHEMBL371060,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00481,CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1,OMPQJMDGDAAXPE-NPMWZIQKSA-N,1,CHEMBL603622,1,9.12,9.12,Musca domestica,ChEMBL
EXT_00482,N/C(S)=N/N=C/c1ccc(Cl)c(Cl)c1,OMVGKAWQTXZISA-UUILKARUSA-N,1,CHEMBL415311,1,,,Aedes aegypti,ChEMBL
EXT_00483,CCC(CC)n1cc(C(=O)C(F)F)cn1,OMWCMVDBFIANLH-UHFFFAOYSA-N,1,CHEMBL3623558,2,9.0,8.955,Anopheles gambiae,ChEMBL
EXT_00484,CN(Cc1ccc(Cl)nc1)/C(Cc1ccccc1)=N/C#N,OOYWWATYGBQNNQ-CAPFRKAQSA-N,0,CHEMBL2287459,1,,,Musca domestica,ChEMBL
EXT_00485,CC/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,OPFFMHIZJROPHR-RVDMUPIBSA-N,0,CHEMBL2287452,1,4.45,4.45,Musca domestica,ChEMBL
EXT_00486,CCCCCCCCC(=O)C(F)(F)F,OQHGRUHRHLFMBX-UHFFFAOYSA-N,1,CHEMBL152843,1,5.17,5.17,Drosophila melanogaster,ChEMBL
EXT_00487,CC(C)(C)N(NC(=O)c1cccc(Cl)c1Cl)C(=O)c1ccccc1Cl,OQJGHOJKYUGBFU-UHFFFAOYSA-N,1,CHEMBL2286721,1,5.11,5.11,Drosophila melanogaster,ChEMBL
EXT_00488,CC(C)Cn1cc(C(=O)C(F)(F)F)cn1,OUPUWBKBRTXEIM-UHFFFAOYSA-N,1,CHEMBL3623553,2,6.02,6.0,Anopheles gambiae,ChEMBL
EXT_00489,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,OUZWUKMCLIBBOG-UHFFFAOYSA-N,1,CHEMBL18,1,6.73,6.73,Anopheles gambiae,ChEMBL
EXT_00490,CN(C)CCN=C(S)Nc1cccc(Cl)c1,OWAJMROHTFWTPH-UHFFFAOYSA-N,0,CHEMBL1301463,1,4.02,4.02,Anopheles gambiae,ChEMBL
EXT_00491,CCCC12COP(=S)(OC1)OC2CC,OWFFCDUVEQIDNU-UHFFFAOYSA-N,1,CHEMBL2287384,1,6.0,6.0,Blattella germanica,ChEMBL
EXT_00492,O=[N+]([O-])/N=C1\NCCN1Cc1cnc(Cl)s1,OWRSHPAYDYCHSJ-UHFFFAOYSA-N,1,CHEMBL2251730,3,8.09,7.92,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00493,O=[N+]([O-])/N=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1ccccc1-c1ccccc1CN1CCN(Cc2ccc(Cl)nc2)/C1=N\[N+](=O)[O-],OXYDYOBQQGDPCW-CBSZVXRSSA-N,1,CHEMBL2252501,1,6.1,6.1,Musca domestica,ChEMBL
EXT_00494,OCCN(CCO)C(=S)S,PCBLZWZCGNKODY-UHFFFAOYSA-N,1,CHEMBL2023724,2,8.49,7.68,Drosophila melanogaster,ChEMBL
EXT_00495,CCCONCCOc1ccc(CC(C)C)cc1,PCQAUOPWJXFRFH-UHFFFAOYSA-N,1,CHEMBL2271833,1,6.57,6.57,Culex pipiens,ChEMBL
EXT_00496,C[C@H](c1ccc(Cl)nc1)N1CCN/C1=N\[N+](=O)[O-],PCQCQCIFVHSSNM-SSDOTTSWSA-N,1,CHEMBL2272997,1,6.02,6.02,Musca domestica,ChEMBL
EXT_00497,CC(c1ccc(Cl)nc1)N1CCN/C1=N\[N+](=O)[O-],PCQCQCIFVHSSNM-UHFFFAOYSA-N,1,CHEMBL2272995,1,6.68,6.68,Musca domestica,ChEMBL
EXT_00498,C[C@@H](c1ccc(Cl)nc1)N1CCN/C1=N\[N+](=O)[O-],PCQCQCIFVHSSNM-ZETCQYMHSA-N,1,CHEMBL2272996,1,6.72,6.72,Musca domestica,ChEMBL
EXT_00499,Cc1ccc(N[C@H]2C[C@@H](C)N(C(=O)c3ccccc3C)c3ccc(C)cc32)cc1,PCYUVGIXKYENDH-YKSBVNFPSA-N,1,CHEMBL292838,1,5.06,5.06,Aedes aegypti,ChEMBL
EXT_00500,O=C(O)CNC(=S)S,PDQXSLJFPJSYBF-UHFFFAOYSA-N,1,CHEMBL2023172,2,7.12,7.015000000000001,Drosophila melanogaster,ChEMBL
EXT_00501,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,PGOOBECODWQEAB-UHFFFAOYSA-N,1,CHEMBL259727,3,8.74,8.66,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00502,CC(C)NCCN1C(=O)CSC1c1ccc(Cl)cc1Cl,PGPHDINTKOOAGS-UHFFFAOYSA-N,1,CHEMBL5401005,1,5.38,5.38,Anopheles gambiae,ChEMBL
EXT_00503,C=CCC1OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2C(C)CCN2C1=O,PGUIAWATJDLBEN-KOSMNMCVSA-N,0,CHEMBL449360,1,,,Drosophila melanogaster,ChEMBL
EXT_00504,CCCO/N=C/COc1ccc(CC(C)C)cc1,PHOHAZONAKWFLD-CXUHLZMHSA-N,1,CHEMBL2272178,1,5.39,5.39,Culex pipiens,ChEMBL
EXT_00505,COc1cccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)c1C,PIEYNDWUOMEKNW-UHFFFAOYSA-N,0,CHEMBL2286723,1,4.78,4.78,Drosophila melanogaster,ChEMBL
EXT_00506,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,PIPAJLPNWZMYQA-KNCRFDSUSA-N,1,CHEMBL516476,2,8.74,8.68,Drosophila melanogaster,ChEMBL
EXT_00507,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,PJYYBCXMCWDUAZ-JJJZTNILSA-N,1,CHEMBL549789,2,8.89,7.470000000000001,"Drosophila melanogaster,Lucilia cuprina",ChEMBL
EXT_00508,CCNCCCCOc1ccc(Oc2ccccc2)cc1,PKVZYEBWVBEQTL-UHFFFAOYSA-N,1,CHEMBL2271820,1,7.36,7.36,Culex pipiens,ChEMBL
EXT_00509,Cc1ccccc1C(=O)N1c2ccc(F)cc2[C@@H](Nc2ccc(F)cc2)C[C@H]1C,PLSOFNMUJDWSIL-ZHRRBRCNSA-N,1,CHEMBL416140,1,5.5,5.5,Aedes aegypti,ChEMBL
EXT_00510,CCCONCCOc1ccc(Oc2ccccc2)cc1,PNBYUHCKTGODAG-UHFFFAOYSA-N,1,CHEMBL2271806,1,8.28,8.28,Culex pipiens,ChEMBL
EXT_00511,S=C(S)N1CCN(C(=S)S)CC1,PNKGVPLMWAEASD-UHFFFAOYSA-N,1,CHEMBL2023728,2,9.05,8.36,Drosophila melanogaster,ChEMBL
EXT_00512,N#Cc1ccc(C2CCN(C(=S)S)CC2)cc1,PNXYJCAJPFIKQS-UHFFFAOYSA-N,1,CHEMBL2334358,2,8.43,8.16,Drosophila melanogaster,ChEMBL
EXT_00513,Cc1cn(CCCCCCOC(c2ccccc2)(c2ccccc2)c2ccccc2)c(=O)[nH]c1=O,POQKPOUSJVGFHD-UHFFFAOYSA-N,0,CHEMBL216998,1,4.77,4.77,Drosophila melanogaster,ChEMBL
EXT_00514,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccc([N+](=O)[O-])cc4)cc3)CC2)CC1,PPANJQUMADIAMO-UHFFFAOYSA-N,1,CHEMBL4291845,3,7.1,6.96,"Aedes aegypti,Anopheles gambiae",ChEMBL
EXT_00515,Cc1cc(Cl)cc(C(=O)NC(C)C)c1NC(=O)c1cc(OCC(F)(F)F)nn1-c1ncccc1Cl,PPCBEYUYYBRDHV-UHFFFAOYSA-N,1,CHEMBL400986,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00516,CCOCCCCOc1ccc(CC(C)(C)C)cc1,PPSCUZGKELLVNH-UHFFFAOYSA-N,1,CHEMBL2272174,1,6.66,6.66,Culex pipiens,ChEMBL
EXT_00517,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1ccccc1F,PQMBQNDRNVWBSB-SZNDQCEHSA-N,1,CHEMBL291513,1,5.52,5.52,Aedes aegypti,ChEMBL
EXT_00518,CN(C)CCCN1C(=O)CSC1c1ccc(F)cc1F,PSHRBDVGRGWEIB-UHFFFAOYSA-N,1,CHEMBL5416845,1,5.36,5.36,Anopheles gambiae,ChEMBL
EXT_00519,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,PSOVNZZNOMJUBI-UHFFFAOYSA-N,1,CHEMBL399318,4,10.3,8.850000000000001,"Drosophila melanogaster,Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00520,FC1Cc2cn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)nc2C1F,PSRFKHITIJTTIS-UHFFFAOYSA-N,1,CHEMBL204682,1,6.7,6.7,Musca domestica,ChEMBL
EXT_00521,CC(C)COCCOc1ccc(Cc2ccccc2)cc1,PSVNMHOGBBNLEF-UHFFFAOYSA-N,1,CHEMBL2272155,1,8.07,8.07,Culex pipiens,ChEMBL
EXT_00522,CC(C)(C)N(NC(=O)c1ccccc1I)C(=O)c1ccccc1Cl,PUHBZYAKYDZFIB-UHFFFAOYSA-N,0,CHEMBL2286745,1,4.06,4.06,Drosophila melanogaster,ChEMBL
EXT_00523,COc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,PUKQUTSJNLMGLT-UHFFFAOYSA-N,1,CHEMBL2228437,2,5.42,5.42,Drosophila melanogaster,ChEMBL
EXT_00524,NC(=S)N/N=C/COc1ccc(Br)cc1,PVISOQWZTUCSOW-LFYBBSHMSA-N,1,CHEMBL3589425,1,,,Aedes aegypti,ChEMBL
EXT_00525,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1,PWDGTQXZLNDOKS-UHFFFAOYSA-N,1,CHEMBL73962,1,8.01,8.01,Anopheles gambiae,ChEMBL
EXT_00526,CCOc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,PWJQXNCIMVWGQX-UHFFFAOYSA-N,0,CHEMBL2286729,1,4.92,4.92,Drosophila melanogaster,ChEMBL
EXT_00527,CCCN(C)CCCOc1ccc(Oc2ccccc2)cc1,PWOGNIVTTMGRHR-UHFFFAOYSA-N,1,CHEMBL2271823,1,7.93,7.93,Culex pipiens,ChEMBL
EXT_00528,CCc1ccc(C2CNP(=S)(OC)O2)cc1,PXCYWBXHQDTZJJ-UHFFFAOYSA-N,0,CHEMBL2289272,1,,,Tribolium castaneum,ChEMBL
EXT_00529,CCOP(=O)(OCC)SCCCCCCCCCCSP(=O)(OCC)OCC,PXYLKSPZXNBOGO-UHFFFAOYSA-N,1,CHEMBL2252846,2,5.75,5.75,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00530,CCc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)cc1,PYGCFNZDSHYQIS-UHFFFAOYSA-N,1,CHEMBL2286720,3,7.89,6.66,"Drosophila melanogaster,Spodoptera frugiperda",ChEMBL
EXT_00531,CCC(CC)Cc1ccc(OCCNC(=O)NC(C)C)cc1,PYNKNBFKASFTKP-UHFFFAOYSA-N,1,CHEMBL2272168,1,6.97,6.97,Culex pipiens,ChEMBL
EXT_00532,CCC(CC)Cc1ccc(OCCNC(=O)NC)cc1,PYQDJAVISDOFPG-UHFFFAOYSA-N,0,CHEMBL2272169,1,4.83,4.83,Culex pipiens,ChEMBL
EXT_00533,O=C(O)CCc1nc(-c2ccc(Cl)cc2)no1,PZAHEYNFUFWABS-UHFFFAOYSA-N,1,CHEMBL1520624,1,,,Aedes aegypti,ChEMBL
EXT_00534,CCOP(=O)(OCC)SCCCSP(=O)(OCC)OCC,PZDOWCZNZUHZRY-UHFFFAOYSA-N,1,CHEMBL2252724,2,5.79,5.140000000000001,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00535,CN1C(=O)[C@@]23C[C@]4([C@]56C[C@@]78SS[C@@](CO)(C(=O)N7[C@H]5Nc5ccccc56)N(C)C8=O)c5ccccc5N[C@@H]4N2C(=O)[C@]1(CO)SS3,PZPPOCZWRGNKIR-PNVYSBBASA-N,1,CHEMBL1089316,4,6.22,6.22,Drosophila melanogaster,ChEMBL
EXT_00536,C=CCO/N=C/COc1ccc(Cc2ccccc2)cc1,PZPUNRPKNAMFOI-XDHOZWIPSA-N,1,CHEMBL2271778,1,8.14,8.14,Culex pipiens,ChEMBL
EXT_00537,CC(C)NC(=O)c1cccc(Cl)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,PZRKZXKZLKHADY-UHFFFAOYSA-N,1,CHEMBL436286,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00538,CCCCC/C(=N\C#N)N(C)Cc1ccc(Cl)nc1,PZWNSVTWQFYBGF-NBVRZTHBSA-N,0,CHEMBL2287457,1,,,Musca domestica,ChEMBL
EXT_00539,CCCOCCCOc1ccc(CC(C)C)cc1,QBBBAIKILBQEET-UHFFFAOYSA-N,1,CHEMBL2271830,1,7.86,7.86,Culex pipiens,ChEMBL
EXT_00540,CCOP(=O)(OCC)SCCCN1C(=O)c2ccccc2C1=O,QBOYFUNEVAOEDI-UHFFFAOYSA-N,1,CHEMBL2252847,2,5.08,5.08,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00541,COc1cccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)c1,QBTZIYVDZIURSE-UHFFFAOYSA-N,0,CHEMBL2286750,1,4.14,4.14,Drosophila melanogaster,ChEMBL
EXT_00542,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,QCAWEPFNJXQPAN-UHFFFAOYSA-N,1,CHEMBL55772,2,8.22,6.5,"Drosophila melanogaster,Spodoptera littoralis",ChEMBL
EXT_00543,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,QCHFTSOMWOSFHM-WPRPVWTQSA-N,1,CHEMBL550,2,5.55,5.54,Drosophila melanogaster,ChEMBL
EXT_00544,CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)C1=C(O)C2=O,QDFALZMZLBCVCD-HXUWFJFHSA-N,1,CHEMBL488040,1,,,Spodoptera littoralis,ChEMBL
EXT_00545,C[C@@H]1C[C@H](Nc2ccc(F)cc2)c2cc(F)ccc2N1C(=O)c1cccc(C(F)(F)F)c1,QEINCZRZFQRACL-SZNDQCEHSA-N,1,CHEMBL301460,1,6.0,6.0,Aedes aegypti,ChEMBL
EXT_00546,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,QEIZHWRVSXPSIZ-UHFFFAOYSA-N,1,CHEMBL2286752,2,6.89,5.49,"Drosophila melanogaster,Spodoptera frugiperda",ChEMBL
EXT_00547,COc1cc(C(=O)Nc2c(C)cc(Cl)cc2C(=O)NC(C)C)n(-c2ncccc2Cl)n1,QEJBPAFVVLKQEO-UHFFFAOYSA-N,1,CHEMBL248979,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00548,CCC(CC)Cc1ccc(OCCCNC(=O)OC)cc1,QEQVAZBDYOYPKU-UHFFFAOYSA-N,1,CHEMBL2272166,1,6.31,6.31,Culex pipiens,ChEMBL
EXT_00549,CSCC[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(=O)O)NC3=O)C(=O)N2,QFRQTCDVQNVWDI-SUNZBBGGSA-N,1,CHEMBL2272094,2,8.43,8.43,Blattella germanica,ChEMBL
EXT_00550,CCOCCCCOc1ccc(CC(C)C)cc1,QHWQWBYJHQZNNS-UHFFFAOYSA-N,1,CHEMBL2271831,1,6.48,6.48,Culex pipiens,ChEMBL
EXT_00551,O=C(O)CCc1cc(-c2ccccc2)no1,QIBVLSLOHQJUNF-UHFFFAOYSA-N,0,CHEMBL2442685,1,,,Aedes aegypti,ChEMBL
EXT_00552,CCC(CC)Cc1ccc(OCCCOCC(C)C)cc1,QKKGIWCQYWBTKC-UHFFFAOYSA-N,1,CHEMBL2271841,1,8.81,8.81,Culex pipiens,ChEMBL
EXT_00553,COCCCCCOc1ccc(CC(C)(C)C)cc1,QKZSBNXJAFWXQB-UHFFFAOYSA-N,1,CHEMBL2272175,1,5.29,5.29,Culex pipiens,ChEMBL
EXT_00554,Cc1cccc(Cc2ccc(OCC/C=N/OC(C)C)cc2)c1,QLEWKHFBRQHELK-CIAFOILYSA-N,1,CHEMBL2271825,1,10.06,10.06,Culex pipiens,ChEMBL
EXT_00555,CCCCCCCC(F)(F)C(=O)C(F)(F)F,QNQITXCXUKBZRB-UHFFFAOYSA-N,1,CHEMBL153015,1,8.28,8.28,Drosophila melanogaster,ChEMBL
EXT_00556,N#C/N=C1\NCCN1Cc1ccc(Cl)nc1,QNSLBNMSETUZJN-UHFFFAOYSA-N,1,CHEMBL2251976,1,7.77,7.77,Musca domestica,ChEMBL
EXT_00557,CCc1nc(C(F)(F)F)ccc1C(=O)Nc1c(C)cccc1C(=O)NC(C)C,QNSMKJFNORJNHH-UHFFFAOYSA-N,0,CHEMBL370155,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00558,Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1,QOAXQANKSMHFKJ-UHFFFAOYSA-N,0,CHEMBL6633,1,4.97,4.97,Anopheles gambiae,ChEMBL
EXT_00559,CCN(Cc1ccc(Cl)nc1)/C(C)=N/C#N,QQFAZFZNLZJZBT-OQLLNIDSSA-N,1,CHEMBL2287445,1,5.52,5.52,Musca domestica,ChEMBL
EXT_00560,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ncccc1Cl,QQRCKFXFWQIUGK-UHFFFAOYSA-N,1,CHEMBL398611,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00561,CCCOCCCOc1ccc(OC(CC)CC)cc1,QRLRFPYGSKBZBY-UHFFFAOYSA-N,1,CHEMBL2271838,1,6.8,6.8,Culex pipiens,ChEMBL
EXT_00562,CCCCCC[Se](=O)CC(=O)C(F)(F)F,QTOSDEKHSYHUAT-UHFFFAOYSA-N,1,CHEMBL155514,1,9.27,9.27,Drosophila melanogaster,ChEMBL
EXT_00563,Cc1cccc(C(=O)NC(C)C)c1NC(=O)c1cc(C(F)(F)F)nn1-c1ccccc1,QUIUXACFUWSXQF-UHFFFAOYSA-N,1,CHEMBL198547,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00564,O=C(O)CCc1nc(-c2ccc([N+](=O)[O-])cc2)no1,QVBPNNMACQAWFA-UHFFFAOYSA-N,0,CHEMBL2442677,1,,,Aedes aegypti,ChEMBL
EXT_00565,CCCC(C)n1cc(C(=O)C(F)(F)F)cn1,QWJQWXDSWXGISZ-UHFFFAOYSA-N,1,CHEMBL3623550,2,8.69,8.559999999999999,Anopheles gambiae,ChEMBL
EXT_00566,CCCCCC[Se](=O)(=O)CC(=O)C(F)(F)F,QWLJZMGMBXLORJ-UHFFFAOYSA-N,1,CHEMBL155513,1,7.44,7.44,Drosophila melanogaster,ChEMBL
EXT_00567,CCCNCCCOc1ccc(Oc2ccccc2)cc1,QWMOICYFNUPSCG-UHFFFAOYSA-N,1,CHEMBL2271819,1,7.68,7.68,Culex pipiens,ChEMBL
EXT_00568,CCNC(=O)c1cccc(C)c1NC(=O)c1ccc(C(F)(F)F)cc1C,QWMZQSWJLKNPDN-UHFFFAOYSA-N,0,CHEMBL372559,2,,,"Plutella xylostella,Spodoptera frugiperda",ChEMBL
EXT_00569,CCCCc1ccc(C(=O)NN(C(=O)c2ccccc2OCC)C(C)(C)C)cc1,QXSMVCGTOSHISL-UHFFFAOYSA-N,1,CHEMBL2286447,1,5.11,5.11,Spodoptera littoralis,ChEMBL
EXT_00570,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,QYPNKSZPJQQLRK-UHFFFAOYSA-N,1,CHEMBL226968,6,8.66,6.699999999999999,"Aedes aegypti,Drosophila melanogaster,Lucilia cuprina,Spodoptera littoralis",ChEMBL
EXT_00571,CCCC(C)n1cc(C(=O)C(F)F)cn1,QYQDDTYKNXOHKG-UHFFFAOYSA-N,1,CHEMBL3623557,2,7.63,7.585,Anopheles gambiae,ChEMBL
EXT_00572,CCc1c(OC)cccc1C(=O)NN(C(=O)c1cc(C)cc(C)c1)C(C)(C)C,QYYXITIZXRMPSZ-UHFFFAOYSA-N,1,CHEMBL55436,1,6.36,6.36,Aedes aegypti,ChEMBL
EXT_00573,Cc1cccc(Cn2cnc3cc(C(=O)O)ccc32)c1,QYZGJDMVSIEQSQ-UHFFFAOYSA-N,0,CHEMBL3287367,1,,,Drosophila melanogaster,ChEMBL
EXT_00574,CC(O)(C#N)C1CC1,QZSDRCNPRWAUTO-UHFFFAOYSA-N,1,CHEMBL2271407,1,,,Musca domestica,ChEMBL
EXT_00575,Cc1ccc(C(=O)N2c3ccc(F)cc3[C@@H](Nc3ccc(F)cc3)C[C@H]2C)cc1,RAUUISLVMFNBHF-ZHRRBRCNSA-N,1,CHEMBL57114,1,6.06,6.06,Aedes aegypti,ChEMBL
EXT_00576,O=C(O)c1ccc2c(c1)ncn2Cc1ccccc1,RBFKLENWRJKDSC-UHFFFAOYSA-N,0,CHEMBL3287366,1,,,Drosophila melanogaster,ChEMBL
EXT_00577,NC(=S)N/N=C/c1ccc(F)cc1,RDFBIASNXIDXSK-VZUCSPMQSA-N,0,CHEMBL1818875,1,,,Aedes aegypti,ChEMBL
EXT_00578,CCCCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(/C=C/Br)c(=O)[nH]c1=O,RDRKUMOEJLAQLK-OLQWOGRFSA-N,0,CHEMBL238635,2,,,Drosophila melanogaster,ChEMBL
EXT_00579,Cc1cccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)c1,RDWXMEGZBSTSGK-UHFFFAOYSA-N,0,CHEMBL2286749,1,,,Drosophila melanogaster,ChEMBL
EXT_00580,O=S1OC[C@@H]2[C@H](CO1)[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,RDYMFSUJUZBWLH-IOPZMNTHSA-N,1,CHEMBL1890408,1,8.0,8.0,Musca domestica,ChEMBL
EXT_00581,Cc1cn(C/C=C\COC(c2ccccc2)(c2ccccc2)c2ccc(Cl)cc2)c(=O)[nH]c1=O,REWNSLVXVLBEQF-HJWRWDBZSA-N,1,CHEMBL373997,1,5.24,5.24,Drosophila melanogaster,ChEMBL
EXT_00582,CCOP(=O)(OCC)SCCCCCCCCCSP(=O)(OCC)OCC,RFLAKLPDKRJBNX-UHFFFAOYSA-N,1,CHEMBL2252845,2,5.84,5.84,"Drosophila melanogaster,Musca domestica",ChEMBL
EXT_00583,CN(C)CCCN1C(=O)CSC1c1cccnc1,RFVCZAAXZDMXQX-UHFFFAOYSA-N,0,CHEMBL5404712,1,4.35,4.35,Anopheles gambiae,ChEMBL
EXT_00584,CNC(=O)c1ccc(C(OCCCCCCn2cc(C)c(=O)[nH]c2=O)(c2ccccc2)c2ccccc2)cc1,RGICYNKHSDSDTE-UHFFFAOYSA-N,1,CHEMBL219299,1,5.46,5.46,Drosophila melanogaster,ChEMBL
EXT_00585,Cc1ccc(C(=O)NN(C(=O)c2ccccc2Cl)C(C)(C)C)c(C)c1,RGVVLCHDQQUBHQ-UHFFFAOYSA-N,0,CHEMBL2286724,1,,,Drosophila melanogaster,ChEMBL
