compound_id,mol_name,canonical_smiles,inchikey,mol_formula,mol_weight,num_heavy_atoms,source_dataset,repellent_active,target_species,assay_type,scaffold_smiles,qc_status,sdf_Acceptor,sdf_Activity,sdf_CAS,sdf_Chemical_Name,sdf_Collection,sdf_Database,sdf_Description,sdf_Donor,sdf_FSP3,sdf_HAC,sdf_IDNUMBER,sdf_MW,sdf_Molecular Formula,sdf_Molecular Target,sdf_Molecule Name,sdf_Molecule Name 2,sdf_PriceCoeff,sdf_PubChem CID,sdf_Reference DOI,sdf_Reference_compound,sdf_RotBonds,sdf_Similarity,sdf_Smiles,sdf_TPSA,sdf_clogP
DEC_00224,"n-Butyric acid, tert-amyl ester",CCCC(=O)OC(C)(C)CC,VTZSXMMBJHMLEE-UHFFFAOYSA-N,C9H18O2,158.1307,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"n-Butyric acid, tert-amyl ester","n-Butyric acid, tert-amyl ester",,,,,,,,,
DEC_00225,"Acrylic acid, 4-methyl-4-pentene-2-yl ester",C=CC(=O)O[C@@H](C)CC(=C)C,BDTCRRVTROVHGF-QMMMGPOBSA-N,C9H14O2,154.0994,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acrylic acid, 4-methyl-4-pentene-2-yl ester","Acrylic acid, 4-methyl-4-pentene-2-yl ester",,,,,,,,,
DEC_00226,"Acrylic acid, 4-methyl-2-pentyl ester",C=CC(=O)O[C@@H](C)CC(C)C,BVDBXCXQMHBGQM-QMMMGPOBSA-N,C9H16O2,156.115,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acrylic acid, 4-methyl-2-pentyl ester","Acrylic acid, 4-methyl-2-pentyl ester",,,,,,,,,
DEC_00227,"Caprylic acid, methyl ester",CCCCCCCC(=O)OC,JGHZJRVDZXSNKQ-UHFFFAOYSA-N,C9H18O2,158.1307,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Caprylic acid, methyl ester","Caprylic acid, methyl ester",,,,,,,,,
DEC_00228,"Acetic acid, n-heptyl ester",CCCCCCCOC(C)=O,ZCZSIDMEHXZRLG-UHFFFAOYSA-N,C9H18O2,158.1307,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acetic acid, n-heptyl ester","Acetic acid, n-heptyl ester",,,,,,,,,
DEC_00229,"Caproic acid, iso-propyl ester",CCCCCC(=O)OC(C)C,JSHDAORXSNJOBA-UHFFFAOYSA-N,C9H18O2,158.1307,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Caproic acid, iso-propyl ester","Caproic acid, iso-propyl ester",,,,,,,,,
DEC_00230,"1,9-Nonanediol",OCCCCCCCCCO,ALVZNPYWJMLXKV-UHFFFAOYSA-N,C9H20O2,160.1463,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"1,9-Nonanediol","1,9-Nonanediol",,,,,,,,,
DEC_00231,"Butyric acid, 3-chloro-2-methylpropyl ester",CCCC(=O)OC[C@H](C)CCl,FYTUAAJVCXXRAD-SSDOTTSWSA-N,C8H15ClO2,178.0761,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Butyric acid, 3-chloro-2-methylpropyl ester","Butyric acid, 3-chloro-2-methylpropyl ester",,,,,,,,,
DEC_00232,"Trichloroacetic acid, n-butyl ester",CCCCOC(=O)C(Cl)(Cl)Cl,SECVZLDDYUWJAC-UHFFFAOYSA-N,C6H9Cl3O2,217.9668,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Trichloroacetic acid, n-butyl ester","Trichloroacetic acid, n-butyl ester",,,,,,,,,
DEC_00233,"Trichloroacetic acid, sec-butyl ester",CC[C@H](C)OC(=O)C(Cl)(Cl)Cl,CJTKROHEGUUXOZ-BYPYZUCNSA-N,C6H9Cl3O2,217.9668,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Trichloroacetic acid, sec-butyl ester","Trichloroacetic acid, sec-butyl ester",,,,,,,,,
DEC_00234,n-Decyl alcohol,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N,C10H22O,158.1671,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,n-Decyl alcohol,n-Decyl alcohol,,,,,,,,,
DEC_00235,Diamyl ether,CCCCCOCCCCC,AOPDRZXCEAKHHW-UHFFFAOYSA-N,C10H22O,158.1671,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,Diamyl ether,Diamyl ether,,,,,,,,,
DEC_00236,Di-iso-amyl ether,CC(C)CCOCCC(C)C,AQZGPSLYZOOYQP-UHFFFAOYSA-N,C10H22O,158.1671,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,Di-iso-amyl ether,Di-iso-amyl ether,,,,,,,,,
DEC_00237,"Carbonic acid, methyl alpha-carbomethoxyethyl ester",COC(=O)O[C@@H](C)C(=O)OC,YYQQVTLVYLTGPR-BYPYZUCNSA-N,C6H10O5,162.0528,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Carbonic acid, methyl alpha-carbomethoxyethyl ester","Carbonic acid, methyl alpha-carbomethoxyethyl ester",,,,,,,,,
DEC_00238,"beta-Methoxypropionic acid, sec-butyl ester",CC[C@H](C)OC(=O)CCOC,VBYMWZHONSTKTK-ZETCQYMHSA-N,C8H16O3,160.1099,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"beta-Methoxypropionic acid, sec-butyl ester","beta-Methoxypropionic acid, sec-butyl ester",,,,,,,,,
DEC_00239,"2-Ethylacetoacetic acid, ethyl ester",CCOC(=O)[C@@H](CC)C(C)=O,OKANYBNORCUPKZ-ZETCQYMHSA-N,C8H14O3,158.0943,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"2-Ethylacetoacetic acid, ethyl ester","2-Ethylacetoacetic acid, ethyl ester",,,,,,,,,
DEC_00240,"alpha-Propionylpropionic acid, ethyl ester",CCOC(=O)[C@@H](C)C(=O)CC,YXZUMIRYUCTIGL-LURJTMIESA-N,C8H14O3,158.0943,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"alpha-Propionylpropionic acid, ethyl ester","alpha-Propionylpropionic acid, ethyl ester",,,,,,,,,
DEC_00241,"Trimethylpyruvic acid, ethyl ester",CCOC(=O)C(=O)C(C)(C)C,LPUVHKRZLUSGEQ-UHFFFAOYSA-N,C8H14O3,158.0943,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Trimethylpyruvic acid, ethyl ester","Trimethylpyruvic acid, ethyl ester",,,,,,,,,
DEC_00242,"Lactic acid, n-amyl ester",CCCCCOC(=O)[C@H](C)O,GXOHBWLPQHTYPF-ZETCQYMHSA-N,C8H16O3,160.1099,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Lactic acid, n-amyl ester","Lactic acid, n-amyl ester",,,,,,,,,
DEC_00243,"Lactic acid, iso-amyl ester",CC(C)CCOC(=O)[C@H](C)O,CRORGGSWAKIXSA-ZETCQYMHSA-N,C8H16O3,160.1099,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Lactic acid, iso-amyl ester","Lactic acid, iso-amyl ester",,,,,,,,,
DEC_00244,"beta-Methoxypropionic acid, n-butyl ester",CCCCOC(=O)CCOC,RRIRSNXZGJWTQM-UHFFFAOYSA-N,C8H16O3,160.1099,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"beta-Methoxypropionic acid, n-butyl ester","beta-Methoxypropionic acid, n-butyl ester",,,,,,,,,
DEC_00245,"beta-Methoxypropionic acid, iso-butyl ester",COCCC(=O)OCC(C)C,BNIUEJUHBMPWKI-UHFFFAOYSA-N,C8H16O3,160.1099,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"beta-Methoxypropionic acid, iso-butyl ester","beta-Methoxypropionic acid, iso-butyl ester",,,,,,,,,
DEC_00246,"Acetoacetic acid, crotyl ester",CC=CCOC(=O)CC(C)=O,DIHQENJQJILKQM-UHFFFAOYSA-N,C8H12O3,156.0786,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acetoacetic acid, crotyl ester","Acetoacetic acid, crotyl ester",,,,,,,,,
DEC_00247,n-Decane nitrile,CCCCCCCCCC#N,HBZDPWBWBJMYRY-UHFFFAOYSA-N,C10H19N,153.1517,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,n-Decane nitrile,n-Decane nitrile,,,,,,,,,
DEC_00248,3-Methyl-2-propyl-2-hexenenitrile,CCCC(C)=C(C#N)CCC,GUHOEWLQDDUDHZ-UHFFFAOYSA-N,C10H17N,151.1361,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,3-Methyl-2-propyl-2-hexenenitrile,3-Methyl-2-propyl-2-hexenenitrile,,,,,,,,,
DEC_00249,2-Methyl-3-propyl-2-hexenenitrile,CCCC(CCC)=C(C)C#N,USKCEFASUOAVIP-UHFFFAOYSA-N,C10H17N,151.1361,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,2-Methyl-3-propyl-2-hexenenitrile,2-Methyl-3-propyl-2-hexenenitrile,,,,,,,,,
DEC_00250,2-iso-Propyl-3-methyl-2-hexenenitrile,CCCC(C)=C(C#N)C(C)C,VCUGWCHJBAIPCO-UHFFFAOYSA-N,C10H17N,151.1361,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,2-iso-Propyl-3-methyl-2-hexenenitrile,2-iso-Propyl-3-methyl-2-hexenenitrile,,,,,,,,,
DEC_00251,"iso-Propylidenecyanoacetic acid, ethyl ester",CCOC(=O)C(C#N)=C(C)C,PZMDAADKKAXROL-UHFFFAOYSA-N,C8H11NO2,153.079,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"iso-Propylidenecyanoacetic acid, ethyl ester","iso-Propylidenecyanoacetic acid, ethyl ester",,,,,,,,,
DEC_00252,"N,N-Dipropylpropionamide",CCCN(CCC)C(=O)CC,ARCMPHHHUFVAOI-UHFFFAOYSA-N,C9H19NO,157.1467,11,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"N,N-Dipropylpropionamide","N,N-Dipropylpropionamide",,,,,,,,,
DEC_00253,tert-Amylbenzene,CCC(C)(C)c1ccccc1,QHTJSSMHBLGUHV-UHFFFAOYSA-N,C11H16,148.1252,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,tert-Amylbenzene,tert-Amylbenzene,,,,,,,,,
DEC_00254,"alpha,alpha,alpha,4-Tetrachlorotoluene",Clc1ccc(C(Cl)(Cl)Cl)cc1,LVZPKYYPPLUECL-UHFFFAOYSA-N,C7H4Cl4,227.9067,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"alpha,alpha,alpha,4-Tetrachlorotoluene","alpha,alpha,alpha,4-Tetrachlorotoluene",,,,,,,,,
DEC_00255,"alpha,alpha,alpha,2-Tetrachlorotoluene",Clc1ccccc1C(Cl)(Cl)Cl,MFHPYLFZSCSNST-UHFFFAOYSA-N,C7H4Cl4,227.9067,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"alpha,alpha,alpha,2-Tetrachlorotoluene","alpha,alpha,alpha,2-Tetrachlorotoluene",,,,,,,,,
DEC_00256,2-Chloro-p-cymene,Cc1ccc(C(C)C)c(Cl)c1,MGVNITAKTROLJO-UHFFFAOYSA-N,C10H13Cl,168.0706,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,2-Chloro-p-cymene,2-Chloro-p-cymene,,,,,,,,,
DEC_00257,Beta-Methoxyphenetole,COCCOc1ccccc1,IFQVEYUAIINTRX-UHFFFAOYSA-N,C9H12O2,152.0837,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Beta-Methoxyphenetole,Beta-Methoxyphenetole,,,,,,,,,
DEC_00258,"3-Phenyl-1,2-propanediol",OC[C@@H](O)Cc1ccccc1,JHWQMXKQJVAWKI-VIFPVBQESA-N,C9H12O2,152.0837,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"3-Phenyl-1,2-propanediol","3-Phenyl-1,2-propanediol",,,,,,,,,
DEC_00259,"Acrylic acid, cyclohexyl ester",C=CC(=O)OC1CCCCC1,KBLWLMPSVYBVDK-UHFFFAOYSA-N,C9H14O2,154.0994,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Acrylic acid, cyclohexyl ester","Acrylic acid, cyclohexyl ester",,,,,,,,,
DEC_00260,"Propionic acid, phenyl ester",CCC(=O)Oc1ccccc1,DYUMLJSJISTVPV-UHFFFAOYSA-N,C9H10O2,150.0681,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Propionic acid, phenyl ester","Propionic acid, phenyl ester",,,,,,,,,
DEC_00261,"Benzoic acid, ethyl ester",CCOC(=O)c1ccccc1,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,C9H10O2,150.0681,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Benzoic acid, ethyl ester","Benzoic acid, ethyl ester",,,,,,,,,
DEC_00262,"Hexahydrobenzoic acid, ethyl ester",CCOC(=O)C1CCCCC1,JJOYCHKVKWDMEA-UHFFFAOYSA-N,C9H16O2,156.115,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Hexahydrobenzoic acid, ethyl ester","Hexahydrobenzoic acid, ethyl ester",,,,,,,,,
DEC_00263,"Phenylacetic acid, methyl ester",COC(=O)Cc1ccccc1,CRZQGDNQQAALAY-UHFFFAOYSA-N,C9H10O2,150.0681,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Phenylacetic acid, methyl ester","Phenylacetic acid, methyl ester",,,,,,,,,
DEC_00264,"Cyclohexylacetic acid, methyl ester",COC(=O)CC1CCCCC1,IMXBRVLCKXGWSS-UHFFFAOYSA-N,C9H16O2,156.115,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Cyclohexylacetic acid, methyl ester","Cyclohexylacetic acid, methyl ester",,,,,,,,,
DEC_00266,"Acetic acid, m-cresyl ester",CC(=O)Oc1cccc(C)c1,OTGAHJPFNKQGAE-UHFFFAOYSA-N,C9H10O2,150.0681,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Acetic acid, m-cresyl ester","Acetic acid, m-cresyl ester",,,,,,,,,
DEC_00267,"Acetic acid, o-cresyl ester",CC(=O)Oc1ccccc1C,AMZORBZSQRUXNC-UHFFFAOYSA-N,C9H10O2,150.0681,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Acetic acid, o-cresyl ester","Acetic acid, o-cresyl ester",,,,,,,,,
DEC_00268,2-Propoxyphenol,CCCOc1ccccc1O,JFSVGKRARHIICJ-UHFFFAOYSA-N,C9H12O2,152.0837,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,2-Propoxyphenol,2-Propoxyphenol,,,,,,,,,
DEC_00269,2-n-Propoxycyclohexanol,CCCOC1CCCCC1O,HYONOAUBEBMUEL-UHFFFAOYSA-N,C9H18O2,158.1307,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,2-n-Propoxycyclohexanol,2-n-Propoxycyclohexanol,,,,,,,,,
DEC_00270,"1-Phenyl-1,3-propanediol",OCC[C@H](O)c1ccccc1,RRVFYOSEKOTFOG-VIFPVBQESA-N,C9H12O2,152.0837,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"1-Phenyl-1,3-propanediol","1-Phenyl-1,3-propanediol",,,,,,,,,
DEC_00271,2-Methyl-2-iso-butyl-m-dioxane,CC(C)CC1(C)OCCCO1,LSRWILPECJPRQQ-UHFFFAOYSA-N,C9H18O2,158.1307,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,2-Methyl-2-iso-butyl-m-dioxane,2-Methyl-2-iso-butyl-m-dioxane,,,,,,,,,
DEC_00272,"2,2,4,4,6-Pentamethyl-m-dioxane",C[C@H]1CC(C)(C)OC(C)(C)O1,SQVMCGWVSBBJRW-ZETCQYMHSA-N,C9H18O2,158.1307,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"2,2,4,4,6-Pentamethyl-m-dioxane","2,2,4,4,6-Pentamethyl-m-dioxane",,,,,,,,,
DEC_00273,"Chloroacetic acid, cyclohexyl ester",O=C(CCl)OC1CCCCC1,IBFHBLOKQVCABG-UHFFFAOYSA-N,C8H13ClO2,176.0604,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Chloroacetic acid, cyclohexyl ester","Chloroacetic acid, cyclohexyl ester",,,,,,,,,
DEC_00275,Menthone,CC(C)[C@@H]1CC[C@@H](C)CC1=O,NFLGAXVYCFJBMK-BDAKNGLRSA-N,C10H18O,154.1358,11,non_repellent,0.0,Aedes aegypti,repellency,CC1CCCCC1,pass,,0.0,,,,,,,,,,,,,Menthone,Menthone,,,,,,,,,
DEC_00276,Isopulegol,C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1O,ZYTMANIQRDEHIO-KXUCPTDWSA-N,C10H18O,154.1358,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Isopulegol,Isopulegol,,,,,,,,,
DEC_00277,p-Ethylacetophenone,CCc1ccc(C(C)=O)cc1,NODGRWCMFMEGJH-UHFFFAOYSA-N,C10H12O,148.0888,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,p-Ethylacetophenone,p-Ethylacetophenone,,,,,,,,,
DEC_00278,"2,5-Dimethylacetophenone",CC(=O)c1cc(C)ccc1C,AWKBVLVKQQRRFQ-UHFFFAOYSA-N,C10H12O,148.0888,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"2,5-Dimethylacetophenone","2,5-Dimethylacetophenone",,,,,,,,,
DEC_00279,4-phenyl-2-butanol,C[C@H](O)CCc1ccccc1,GDWRKZLROIFUML-VIFPVBQESA-N,C10H14O,150.1045,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,4-phenyl-2-butanol,4-phenyl-2-butanol,,,,,,,,,
DEC_00280,Allyl benzyl ether,C=CCOCc1ccccc1,HUGHWHMUUQNACD-UHFFFAOYSA-N,C10H12O,148.0888,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Allyl benzyl ether,Allyl benzyl ether,,,,,,,,,
DEC_00281,n-Propyl benzyl ether,CCCOCc1ccccc1,RPTKMZRQBREOMV-UHFFFAOYSA-N,C10H14O,150.1045,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,n-Propyl benzyl ether,n-Propyl benzyl ether,,,,,,,,,
DEC_00282,Dihydroanethole,CC=CC1=CC[C@H](OC)C=C1,CEACUXOVVIUXJZ-SNVBAGLBSA-N,C10H14O,150.1045,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Dihydroanethole,Dihydroanethole,,,,,,,,,
DEC_00283,Methyl cinnamyl ether,COCC=Cc1ccccc1,XOURNDFHPYLQDJ-UHFFFAOYSA-N,C10H12O,148.0888,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Methyl cinnamyl ether,Methyl cinnamyl ether,,,,,,,,,
DEC_00284,2-Methallylcyclohexanone,C=C(C)C[C@H]1CCCCC1=O,JQWQZUBISFFUJF-SECBINFHSA-N,C10H16O,152.1201,11,non_repellent,0.0,Aedes aegypti,repellency,CC1CCCCC1,pass,,0.0,,,,,,,,,,,,,2-Methallylcyclohexanone,2-Methallylcyclohexanone,,,,,,,,,
DEC_00285,2-Methallylcyclohexanol,C=C(C)CC1CCCCC1O,GRXZGJVJOZWDAN-UHFFFAOYSA-N,C10H18O,154.1358,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,2-Methallylcyclohexanol,2-Methallylcyclohexanol,,,,,,,,,
DEC_00286,iso-Butyrophenone,CC(C)C(=O)c1ccccc1,BSMGLVDZZMBWQB-UHFFFAOYSA-N,C10H12O,148.0888,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,iso-Butyrophenone,iso-Butyrophenone,,,,,,,,,
DEC_00287,Dimethyl benzyl carbinol,CC(C)(O)Cc1ccccc1,RIWRBSMFKVOJMN-UHFFFAOYSA-N,C10H14O,150.1045,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Dimethyl benzyl carbinol,Dimethyl benzyl carbinol,,,,,,,,,
DEC_00289,beta-Chloroethyl benzyl ether,ClCCOCc1ccccc1,UPIMXDQREQJWMR-UHFFFAOYSA-N,C9H11ClO,170.0498,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,beta-Chloroethyl benzyl ether,beta-Chloroethyl benzyl ether,,,,,,,,,
DEC_00290,p-Allyloxyphenylbromide,C=CCOc1ccc(Br)cc1,ZXCVTYLZFUQVIE-UHFFFAOYSA-N,C9H9BrO,211.9837,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,p-Allyloxyphenylbromide,p-Allyloxyphenylbromide,,,,,,,,,
DEC_00291,"1-Acetylcyclopropane-1-carboxylic acid, ethyl ester",CCOC(=O)C1(C(C)=O)CC1,DISZFIFAESWGBI-UHFFFAOYSA-N,C8H12O3,156.0786,11,non_repellent,0.0,Aedes aegypti,repellency,C1CC1,pass,,0.0,,,,,,,,,,,,,"1-Acetylcyclopropane-1-carboxylic acid, ethyl ester","1-Acetylcyclopropane-1-carboxylic acid, ethyl ester",,,,,,,,,
DEC_00292,Vanillin,COc1cc(C=O)ccc1O,MWOOGOJBHIARFG-UHFFFAOYSA-N,C8H8O3,152.0473,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Vanillin,Vanillin,,,,,,,,,
DEC_00293,beta-Furfuryloxypropionitrile,N#CCCOCc1ccco1,CPCXJCALJSWDQW-UHFFFAOYSA-N,C8H9NO2,151.0633,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCC1,pass,,0.0,,,,,,,,,,,,,beta-Furfuryloxypropionitrile,beta-Furfuryloxypropionitrile,,,,,,,,,
DEC_00294,"m-Aminobenzoic acid, methyl ester",COC(=O)c1cccc(N)c1,VZDNXXPBYLGWOS-UHFFFAOYSA-N,C8H9NO2,151.0633,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"m-Aminobenzoic acid, methyl ester","m-Aminobenzoic acid, methyl ester",,,,,,,,,
DEC_00295,N-Methylbenzenesulfonamide,CNS(=O)(=O)c1ccccc1,SVDVKEBISAOWJT-UHFFFAOYSA-N,C7H9NO2S,171.0354,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,N-Methylbenzenesulfonamide,N-Methylbenzenesulfonamide,,,,,,,,,
DEC_00296,N-Carboethoxymorpholine,CCOC(=O)N1CCOCC1,RTBBWCJKGBZVGL-UHFFFAOYSA-N,C7H13NO3,159.0895,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,N-Carboethoxymorpholine,N-Carboethoxymorpholine,,,,,,,,,
DEC_00297,m-Nitrobenzyl alcohol,O=[N+]([O-])c1cccc(CO)c1,CWNPOQFCIIFQDM-UHFFFAOYSA-N,C7H7NO3,153.0426,11,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,m-Nitrobenzyl alcohol,m-Nitrobenzyl alcohol,,,,,,,,,
DEC_00298,"1,3-Dimethyl-5-tert-butyl benzene",Cc1cc(C)cc(C(C)(C)C)c1,FZSPYHREEHYLCB-UHFFFAOYSA-N,C12H18,162.1409,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"1,3-Dimethyl-5-tert-butyl benzene","1,3-Dimethyl-5-tert-butyl benzene",,,,,,,,,
DEC_00299,"1,3,5-Triethylbenzene",CCc1cc(CC)cc(CC)c1,WJYMPXJVHNDZHD-UHFFFAOYSA-N,C12H18,162.1409,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"1,3,5-Triethylbenzene","1,3,5-Triethylbenzene",,,,,,,,,
DEC_00300,gamma-Vinyl-alpha-carbomethoxy-butyrolactone,C=CC1CC(C(=O)OC)C(=O)O1,HDUTUOKGDKQIKK-UHFFFAOYSA-N,C8H10O4,170.0579,12,non_repellent,0.0,Aedes aegypti,repellency,CC1CCCC1,pass,,0.0,,,,,,,,,,,,,gamma-Vinyl-alpha-carbomethoxy-butyrolactone,gamma-Vinyl-alpha-carbomethoxy-butyrolactone,,,,,,,,,
DEC_00301,"2-Carboethoxymethyl-2-methyl-1, 3-dioxolane",CCOC(=O)CC1(C)OCCO1,XWEOGMYZFCHQNT-UHFFFAOYSA-N,C8H14O4,174.0892,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCC1,pass,,0.0,,,,,,,,,,,,,"2-Carboethoxymethyl-2-methyl-1, 3-dioxolane","2-Carboethoxymethyl-2-methyl-1, 3-dioxolane",,,,,,,,,
DEC_00302,beta-Ethoxyphenetole,CCOCCOc1ccccc1,DIUJNXCPDGGFQD-UHFFFAOYSA-N,C10H14O2,166.0994,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,beta-Ethoxyphenetole,beta-Ethoxyphenetole,,,,,,,,,
