compound_id,mol_name,canonical_smiles,inchikey,mol_formula,mol_weight,num_heavy_atoms,source_dataset,repellent_active,target_species,assay_type,scaffold_smiles,qc_status,sdf_Acceptor,sdf_Activity,sdf_CAS,sdf_Chemical_Name,sdf_Collection,sdf_Database,sdf_Description,sdf_Donor,sdf_FSP3,sdf_HAC,sdf_IDNUMBER,sdf_MW,sdf_Molecular Formula,sdf_Molecular Target,sdf_Molecule Name,sdf_Molecule Name 2,sdf_PriceCoeff,sdf_PubChem CID,sdf_Reference DOI,sdf_Reference_compound,sdf_RotBonds,sdf_Similarity,sdf_Smiles,sdf_TPSA,sdf_clogP
DEC_00303,"Crotonic acid, cyclohexyl ester",C/C=C/C(=O)OC1CCCCC1,ZUMGBVSYIVKLDH-QHHAFSJGSA-N,C10H16O2,168.115,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Crotonic acid, cyclohexyl ester","Crotonic acid, cyclohexyl ester",,,,,,,,,
DEC_00304,"Butyric acid, phenyl ester",CCCC(=O)Oc1ccccc1,IGVPBCZDHMIOJH-UHFFFAOYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Butyric acid, phenyl ester","Butyric acid, phenyl ester",,,,,,,,,
DEC_00305,"n-Butyric acid, cyclohexyl ester",CCCC(=O)OC1CCCCC1,VZHUBBUZNIULNM-UHFFFAOYSA-N,C10H18O2,170.1307,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"n-Butyric acid, cyclohexyl ester","n-Butyric acid, cyclohexyl ester",,,,,,,,,
DEC_00306,"Propionic acid, m-tolyl ester",CCC(=O)Oc1cccc(C)c1,BWVHRHNRHJKPAH-UHFFFAOYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Propionic acid, m-tolyl ester","Propionic acid, m-tolyl ester",,,,,,,,,
DEC_00307,"Propionic acid, o-tolyl ester",CCC(=O)Oc1ccccc1C,XLLPLDFNCXWUOT-UHFFFAOYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Propionic acid, o-tolyl ester","Propionic acid, o-tolyl ester",,,,,,,,,
DEC_00308,"Benzoic acid, allyl ester",C=CCOC(=O)c1ccccc1,LYJHVEDILOKZCG-UHFFFAOYSA-N,C10H10O2,162.0681,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Benzoic acid, allyl ester","Benzoic acid, allyl ester",,,,,,,,,
DEC_00309,"Benzoic acid, propyl ester",CCCOC(=O)c1ccccc1,UDEWPOVQBGFNGE-UHFFFAOYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Benzoic acid, propyl ester","Benzoic acid, propyl ester",,,,,,,,,
DEC_00310,"o-Toluic acid, ethyl ester",CCOC(=O)c1ccccc1C,SOUAXOGPALPTTC-UHFFFAOYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"o-Toluic acid, ethyl ester","o-Toluic acid, ethyl ester",,,,,,,,,
DEC_00311,"alpha-Phenylpropionic acid, methyl ester",COC(=O)[C@H](C)c1ccccc1,DZIQUZJSNSZOCH-MRVPVSSYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"alpha-Phenylpropionic acid, methyl ester","alpha-Phenylpropionic acid, methyl ester",,,,,,,,,
DEC_00312,"Acetic acid, 1-ethynylcyclohexyl ester",C#CC1(OC(C)=O)CCCCC1,YASSLXHVJQGNOK-UHFFFAOYSA-N,C10H14O2,166.0994,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Acetic acid, 1-ethynylcyclohexyl ester","Acetic acid, 1-ethynylcyclohexyl ester",,,,,,,,,
DEC_00313,"Benzoic acid, iso-propyl ester",CC(C)OC(=O)c1ccccc1,FEXQDZTYJVXMOS-UHFFFAOYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Benzoic acid, iso-propyl ester","Benzoic acid, iso-propyl ester",,,,,,,,,
DEC_00314,3-Butoxy-2-cyclohexene-1-one,CCCCOC1=CC(=O)CCC1,HQFGJBVERCJECK-UHFFFAOYSA-N,C10H16O2,168.115,12,non_repellent,0.0,Aedes aegypti,repellency,CC1CCCCC1,pass,,0.0,,,,,,,,,,,,,3-Butoxy-2-cyclohexene-1-one,3-Butoxy-2-cyclohexene-1-one,,,,,,,,,
DEC_00315,"2-Propenyl-4,4,6-trimethyl-m-dioxane",CC=CC1OC(C)CC(C)(C)O1,KYIPJDJFXLVIDL-UHFFFAOYSA-N,C10H18O2,170.1307,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"2-Propenyl-4,4,6-trimethyl-m-dioxane","2-Propenyl-4,4,6-trimethyl-m-dioxane",,,,,,,,,
DEC_00316,Dihydroeugenol,C=CCC1=CC(OC)C(O)C=C1,DVSDEXBFPJVTGH-UHFFFAOYSA-N,C10H14O2,166.0994,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Dihydroeugenol,Dihydroeugenol,,,,,,,,,
DEC_00317,"1,1-Dimethylol-2,4-dimethyl-cyclohexane",CC1CCC(CO)(CO)C(C)C1,UPQYDWCYKWMWHI-UHFFFAOYSA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"1,1-Dimethylol-2,4-dimethyl-cyclohexane","1,1-Dimethylol-2,4-dimethyl-cyclohexane",,,,,,,,,
DEC_00318,o-n-Propoxybenzaldehyde,CCCOc1ccccc1C=O,CDUPASLURGOXGD-UHFFFAOYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,o-n-Propoxybenzaldehyde,o-n-Propoxybenzaldehyde,,,,,,,,,
DEC_00319,Phenyl acetaldehyde dimethyl acetal,COC(Cc1ccccc1)OC,WNJSKZBEWNVKGU-UHFFFAOYSA-N,C10H14O2,166.0994,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Phenyl acetaldehyde dimethyl acetal,Phenyl acetaldehyde dimethyl acetal,,,,,,,,,
DEC_00320,"2-Ethyl-2,4,4, 6-tetramethyl-m-dioxane",CCC1(C)OC(C)CC(C)(C)O1,KBLNPGQGBUFFKV-UHFFFAOYSA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"2-Ethyl-2,4,4, 6-tetramethyl-m-dioxane","2-Ethyl-2,4,4, 6-tetramethyl-m-dioxane",,,,,,,,,
DEC_00321,o-Ethoxyphenethyl alcohol,CCOc1ccccc1CCO,UYWQRBZEOLFRRI-UHFFFAOYSA-N,C10H14O2,166.0994,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,o-Ethoxyphenethyl alcohol,o-Ethoxyphenethyl alcohol,,,,,,,,,
DEC_00322,p-iso-Propoxybenzyl alcohol,CC(C)Oc1ccc(CO)cc1,ZNJLQCPPAZECMW-UHFFFAOYSA-N,C10H14O2,166.0994,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,p-iso-Propoxybenzyl alcohol,p-iso-Propoxybenzyl alcohol,,,,,,,,,
DEC_00323,"m-Chlorobenzoic acid, ethyl ester",CCOC(=O)c1cccc(Cl)c1,LVFRSNCBCHABAM-UHFFFAOYSA-N,C9H9ClO2,184.0291,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"m-Chlorobenzoic acid, ethyl ester","m-Chlorobenzoic acid, ethyl ester",,,,,,,,,
DEC_00324,"2-Bromocyclohexanoic acid, ethyl ester",CCOC(=O)C1CCCCC1Br,RLZFSEDMJRUHQF-UHFFFAOYSA-N,C9H15BrO2,234.0255,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"2-Bromocyclohexanoic acid, ethyl ester","2-Bromocyclohexanoic acid, ethyl ester",,,,,,,,,
DEC_00325,2-Methallyl-4-methylcyclohexanone,C=C(C)CC1CC(C)CCC1=O,KKIPCTDIKLLDQX-UHFFFAOYSA-N,C11H18O,166.1358,12,non_repellent,0.0,Aedes aegypti,repellency,CC1CCCCC1,pass,,0.0,,,,,,,,,,,,,2-Methallyl-4-methylcyclohexanone,2-Methallyl-4-methylcyclohexanone,,,,,,,,,
DEC_00326,2-Methallyl-4-methylcyclohexanol,C=C(C)CC1CC(C)CCC1O,RJWSHKYEBSYMIS-UHFFFAOYSA-N,C11H20O,168.1514,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,2-Methallyl-4-methylcyclohexanol,2-Methallyl-4-methylcyclohexanol,,,,,,,,,
DEC_00327,Allyl 2-methylbenzyl ether,C=CCOCc1ccccc1C,YEFYIMZWODTQJO-UHFFFAOYSA-N,C11H14O,162.1045,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Allyl 2-methylbenzyl ether,Allyl 2-methylbenzyl ether,,,,,,,,,
DEC_00328,Butyl p-tolyl ether,CCCCOc1ccc(C)cc1,AGARRLZBNOJWLG-UHFFFAOYSA-N,C11H16O,164.1201,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Butyl p-tolyl ether,Butyl p-tolyl ether,,,,,,,,,
DEC_00329,Amyl phenyl ether,CCCCCOc1ccccc1,HPUOAJPGWQQRNT-UHFFFAOYSA-N,C11H16O,164.1201,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Amyl phenyl ether,Amyl phenyl ether,,,,,,,,,
DEC_00331,iso-Propyl benzyl ketone,CC(C)C(=O)Cc1ccccc1,ZATIMOAGKJEVGN-UHFFFAOYSA-N,C11H14O,162.1045,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,iso-Propyl benzyl ketone,iso-Propyl benzyl ketone,,,,,,,,,
DEC_00332,Methallyl benzyl ether,C=C(C)COCc1ccccc1,CYZYBHBEBHVRMJ-UHFFFAOYSA-N,C11H14O,162.1045,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,Methallyl benzyl ether,Methallyl benzyl ether,,,,,,,,,
DEC_00333,iso-Butyl benzyl ether,CC(C)COCc1ccccc1,ADHMUPZYLITZIH-UHFFFAOYSA-N,C11H16O,164.1201,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,iso-Butyl benzyl ether,iso-Butyl benzyl ether,,,,,,,,,
DEC_00334,p-Butoxyphenylbromide,CCCCOc1ccc(Br)cc1,BOUVKHWPQNEXTO-UHFFFAOYSA-N,C10H13BrO,228.015,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,p-Butoxyphenylbromide,p-Butoxyphenylbromide,,,,,,,,,
DEC_00335,p-sec-Butoxyphenylbromide,CC[C@H](C)Oc1ccc(Br)cc1,WRGSCINCRHLIPC-QMMMGPOBSA-N,C10H13BrO,228.015,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,p-sec-Butoxyphenylbromide,p-sec-Butoxyphenylbromide,,,,,,,,,
DEC_00336,"Methacrylic acid, tetrahydrofurfuryl ester",C=C(C)C(=O)OC[C@H]1CCCO1,LCXXNKZQVOXMEH-MRVPVSSYSA-N,C9H14O3,170.0943,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCC1,pass,,0.0,,,,,,,,,,,,,"Methacrylic acid, tetrahydrofurfuryl ester","Methacrylic acid, tetrahydrofurfuryl ester",,,,,,,,,
DEC_00337,"Salicylic acid, ethyl ester",CCOC(=O)c1ccccc1O,GYCKQBWUSACYIF-UHFFFAOYSA-N,C9H10O3,166.063,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"Salicylic acid, ethyl ester","Salicylic acid, ethyl ester",,,,,,,,,
DEC_00338,o-Ethoxybenzoic acid,CCOc1ccccc1C(=O)O,XDZMPRGFOOFSBL-UHFFFAOYSA-N,C9H10O3,166.063,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,o-Ethoxybenzoic acid,o-Ethoxybenzoic acid,,,,,,,,,
DEC_00339,"beta-Methyl-beta-propyl-glycidic acid, ethyl ester",CCOC(=O)[C@@]1(C(C)(C)C)CO1,INUQMWXMSGRFGB-SECBINFHSA-N,C9H16O3,172.1099,12,non_repellent,0.0,Aedes aegypti,repellency,C1CC1,pass,,0.0,,,,,,,,,,,,,"beta-Methyl-beta-propyl-glycidic acid, ethyl ester","beta-Methyl-beta-propyl-glycidic acid, ethyl ester",,,,,,,,,
DEC_00340,(1-Cyclohexenyl)allyl- acetonitrile,N#CCCC=CC1=CCCCC1,SUZPVTSNCWAJDU-UHFFFAOYSA-N,C11H15N,161.1204,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,(1-Cyclohexenyl)allyl- acetonitrile,(1-Cyclohexenyl)allyl- acetonitrile,,,,,,,,,
DEC_00341,(2-Allylcyclohexylidene)acetonitrile,C=CC[C@H]1CCCCC1=CC#N,OJQRLEOJQGRQMX-JTQLQIEISA-N,C11H15N,161.1204,12,non_repellent,0.0,Aedes aegypti,repellency,CC1CCCCC1,pass,,0.0,,,,,,,,,,,,,(2-Allylcyclohexylidene)acetonitrile,(2-Allylcyclohexylidene)acetonitrile,,,,,,,,,
DEC_00342,"2,4,6-Trimethyl-1,2,5,6-tetrahydrobenzaldehyde oxime",CC1=CC(C)C(C=NO)C(C)C1,FWRLPSXGBMUNQR-UHFFFAOYSA-N,C10H17NO,167.131,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"2,4,6-Trimethyl-1,2,5,6-tetrahydrobenzaldehyde oxime","2,4,6-Trimethyl-1,2,5,6-tetrahydrobenzaldehyde oxime",,,,,,,,,
DEC_00343,"2,6-Dimethyl-4-butylmorpholine",CCCCN1CC(C)OC(C)C1,MZOOYGRZWKJUFA-UHFFFAOYSA-N,C10H21NO,171.1623,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCCCC1,pass,,0.0,,,,,,,,,,,,,"2,6-Dimethyl-4-butylmorpholine","2,6-Dimethyl-4-butylmorpholine",,,,,,,,,
DEC_00344,1-Phenylcyclohexene,C1=C(c2ccccc2)CCCC1,WCMSFBRREKZZFL-UHFFFAOYSA-N,C12H14,158.1096,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCC(C2CCCCC2)CC1,pass,,0.0,,,,,,,,,,,,,1-Phenylcyclohexene,1-Phenylcyclohexene,,,,,,,,,
DEC_00345,Dicyclohexyl,C1CCC(C2CCCCC2)CC1,WVIIMZNLDWSIRH-UHFFFAOYSA-N,C12H22,166.1722,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCC(C2CCCCC2)CC1,pass,,0.0,,,,,,,,,,,,,Dicyclohexyl,Dicyclohexyl,,,,,,,,,
DEC_00347,Dihydrosafrole,C=CCC1=CC=C2OCO[C@H]2C1,NRSXSFHVWXSMOO-JTQLQIEISA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,C1CCC2CCCC2C1,pass,,0.0,,,,,,,,,,,,,Dihydrosafrole,Dihydrosafrole,,,,,,,,,
DEC_00348,Decamethylene bromide,BrCCCCCCCCCCBr,GTQHJCOHNAFHRE-UHFFFAOYSA-N,C10H20Br2,297.9932,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,Decamethylene bromide,Decamethylene bromide,,,,,,,,,
DEC_00349,Undecyl chloride,CCCCCCCCCCCCl,ZHKKNUKCXPWZOP-UHFFFAOYSA-N,C11H23Cl,190.1488,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,Undecyl chloride,Undecyl chloride,,,,,,,,,
DEC_00350,"Fumaric acid, diethyl ester",CCOC(=O)/C=C/C(=O)OCC,IEPRKVQEAMIZSS-AATRIKPKSA-N,C8H12O4,172.0736,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Fumaric acid, diethyl ester","Fumaric acid, diethyl ester",,,,,,,,,
DEC_00351,"Succinic acid, diethyl ester",CCOC(=O)CCC(=O)OCC,DKMROQRQHGEIOW-UHFFFAOYSA-N,C8H14O4,174.0892,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Succinic acid, diethyl ester","Succinic acid, diethyl ester",,,,,,,,,
DEC_00352,"Methylenemalonic acid, diethyl ester",C=C(C(=O)OCC)C(=O)OCC,BQHDXNZNSPVVKB-UHFFFAOYSA-N,C8H12O4,172.0736,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Methylenemalonic acid, diethyl ester","Methylenemalonic acid, diethyl ester",,,,,,,,,
DEC_00353,"Acetoxyacetic acid, sec-butyl ester",CC[C@H](C)OC(=O)COC(C)=O,ZLFLQDLGDHDCHK-LURJTMIESA-N,C8H14O4,174.0892,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acetoxyacetic acid, sec-butyl ester","Acetoxyacetic acid, sec-butyl ester",,,,,,,,,
DEC_00354,"alpha-Acetoxypropionic acid, iso-propyl ester",CC(=O)O[C@@H](C)C(=O)OC(C)C,IJENPVBWSAGDGM-LURJTMIESA-N,C8H14O4,174.0892,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"alpha-Acetoxypropionic acid, iso-propyl ester","alpha-Acetoxypropionic acid, iso-propyl ester",,,,,,,,,
DEC_00355,"Oxalic acid, di-iso-propyl ester",CC(C)OC(=O)C(=O)OC(C)C,ITHNIFCFNUZYLQ-UHFFFAOYSA-N,C8H14O4,174.0892,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Oxalic acid, di-iso-propyl ester","Oxalic acid, di-iso-propyl ester",,,,,,,,,
DEC_00356,"Malonic acid, ethyl propyl ester",CCCOC(=O)CC(=O)OCC,OLGXVKQPZBFKBA-UHFFFAOYSA-N,C8H14O4,174.0892,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Malonic acid, ethyl propyl ester","Malonic acid, ethyl propyl ester",,,,,,,,,
DEC_00357,"Lactic acid, beta-chloroethoxyethyl ester",C[C@H](O)C(=O)OCCOCCCl,BBSGAINZMXZCTJ-LURJTMIESA-N,C7H13ClO4,196.0502,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Lactic acid, beta-chloroethoxyethyl ester","Lactic acid, beta-chloroethoxyethyl ester",,,,,,,,,
DEC_00358,"Caproic acid, n-butyl ester",CCCCCC(=O)OCCCC,RPRPDTXKGSIXMD-UHFFFAOYSA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Caproic acid, n-butyl ester","Caproic acid, n-butyl ester",,,,,,,,,
DEC_00359,"Valeric acid, amyl ester",CCCCCOC(=O)CCCC,FGPPDYNPZTUNIU-UHFFFAOYSA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Valeric acid, amyl ester","Valeric acid, amyl ester",,,,,,,,,
DEC_00360,"2-Heptynoic acid, propargyl ester",C#CCOC(=O)C#CCCCC,ZPKYISPHJXFUBZ-UHFFFAOYSA-N,C10H12O2,164.0837,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"2-Heptynoic acid, propargyl ester","2-Heptynoic acid, propargyl ester",,,,,,,,,
DEC_00361,"Acrylic acid, 2-heptyl ester",C=CC(=O)O[C@@H](C)CCCCC,IQRVNLYKJBNWHE-VIFPVBQESA-N,C10H18O2,170.1307,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acrylic acid, 2-heptyl ester","Acrylic acid, 2-heptyl ester",,,,,,,,,
DEC_00362,"alpha-Ethylvaleric acid, allyl ester",C=CCOC(=O)[C@@H](CC)CCC,XBFOPRIWLVVDKO-VIFPVBQESA-N,C10H18O2,170.1307,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"alpha-Ethylvaleric acid, allyl ester","alpha-Ethylvaleric acid, allyl ester",,,,,,,,,
DEC_00363,"2-Nonenoic acid, methyl ester",CCCCCCC=CC(=O)OC,ZWNPUELCBZVMDA-UHFFFAOYSA-N,C10H18O2,170.1307,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"2-Nonenoic acid, methyl ester","2-Nonenoic acid, methyl ester",,,,,,,,,
DEC_00364,"Acetic acid, octyl ester",CCCCCCCCOC(C)=O,YLYBTZIQSIBWLI-UHFFFAOYSA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acetic acid, octyl ester","Acetic acid, octyl ester",,,,,,,,,
DEC_00365,"Acetic acid, 2-ethylhexyl ester",CCCC[C@H](CC)COC(C)=O,WOYWLLHHWAMFCB-JTQLQIEISA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acetic acid, 2-ethylhexyl ester","Acetic acid, 2-ethylhexyl ester",,,,,,,,,
DEC_00366,"Acetic acid, sec-octyl ester",CCCCCC[C@H](C)OC(C)=O,SJFUDWKNZGXSLV-VIFPVBQESA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Acetic acid, sec-octyl ester","Acetic acid, sec-octyl ester",,,,,,,,,
DEC_00367,"n-Butyric acid, sec-hexyl ester",CCCC[C@H](C)OC(=O)CCC,LRUMZDICEGQZIB-VIFPVBQESA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"n-Butyric acid, sec-hexyl ester","n-Butyric acid, sec-hexyl ester",,,,,,,,,
DEC_00368,"Pivalic acid, neo-pentyl ester",CC(C)(C)COC(=O)C(C)(C)C,KEVRVUAKQLMNFS-UHFFFAOYSA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Pivalic acid, neo-pentyl ester","Pivalic acid, neo-pentyl ester",,,,,,,,,
DEC_00369,"2,7-Dimethyloctane-3-ol-5-one",CC(C)CC(=O)C[C@H](O)C(C)C,DLUOUVXXRXNEQK-JTQLQIEISA-N,C10H20O2,172.1463,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"2,7-Dimethyloctane-3-ol-5-one","2,7-Dimethyloctane-3-ol-5-one",,,,,,,,,
DEC_00370,"3,7-Dimethyl-1,7-octanediol",C[C@H](CCO)CCCC(C)(C)O,FPCCDPXRNNVUOM-VIFPVBQESA-N,C10H22O2,174.162,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"3,7-Dimethyl-1,7-octanediol","3,7-Dimethyl-1,7-octanediol",,,,,,,,,
DEC_00371,Undecylenaldehyde,C=CCCCCCCCCC=O,OFHHDSQXFXLTKC-UHFFFAOYSA-N,C11H20O,168.1514,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,Undecylenaldehyde,Undecylenaldehyde,,,,,,,,,
DEC_00372,n-Undecyl alcohol,CCCCCCCCCCCO,KJIOQYGWTQBHNH-UHFFFAOYSA-N,C11H24O,172.1827,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,n-Undecyl alcohol,n-Undecyl alcohol,,,,,,,,,
DEC_00374,"Lactyllactic acid, methyl ester",COC(=O)C(C)(O)C(=O)C(C)O,VZMGYOXNVFYBOV-UHFFFAOYSA-N,C7H12O5,176.0685,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Lactyllactic acid, methyl ester","Lactyllactic acid, methyl ester",,,,,,,,,
DEC_00375,"Methoxysuccinic acid, dimethyl ester",COC(=O)C[C@H](OC)C(=O)OC,CZGCYHISZCRQFR-YFKPBYRVSA-N,C7H12O5,176.0685,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"Methoxysuccinic acid, dimethyl ester","Methoxysuccinic acid, dimethyl ester",,,,,,,,,
DEC_00376,"2-Propylacetoacetic acid, ethyl ester",CCC[C@@H](C(C)=O)C(=O)OCC,VHOACUZAQKMOEQ-QMMMGPOBSA-N,C9H16O3,172.1099,12,non_repellent,0.0,Aedes aegypti,repellency,,pass,,0.0,,,,,,,,,,,,,"2-Propylacetoacetic acid, ethyl ester","2-Propylacetoacetic acid, ethyl ester",,,,,,,,,
LIC_00001,F6845-0033,CC(C)N1CC[C@@]2(C[C@H]3CC[C@@H](C2)N3)OC1=O,UIPBGHNDFUUTFE-PJXYFTJBSA-N,C13H22N2O2,238.1681,17,insecticide,,nan,nan,CC1CCCC2(C1)CC1CCC(C1)C2,pass,2.0,,,"5'-(propan-2-yl)-8-azaspiro[bicyclo[3.2.1]octane-3,2'-[1,5]oxazinan]-6'-one hydrochloride",General,,solid,1.0,0.92,17.0,F6845-0033,238.33,,,,,1.0,,,PRI4988,1.0,0.802,,41.57,1.24
LIC_00002,F6482-2348,Cc1cc(C(=O)NC2CCC3OCCOC3C2)n(C)n1,SROGGHFUZZEXDM-UHFFFAOYSA-N,C14H21N3O3,279.1583,20,insecticide,,nan,nan,CC(CC1CCC2CCCCC2C1)C1CCCC1,pass,4.0,,1902907-39-4,"1,3-dimethyl-N-(octahydro-1,4-benzodioxin-6-yl)-1H-pyrazole-5-carboxamide",Advanced,,oil,1.0,0.71,20.0,F6482-2348,279.33,,,,,1.5,,,CHEMBL2381620,2.0,0.84,,65.38,-0.61
LIC_00003,F3395-1848,CC(=O)N1CCCCC1c1cccnc1,DOBAEHHTUBAASS-UHFFFAOYSA-N,C12H16N2O,204.1263,15,insecticide,,nan,nan,C1CCC(C2CCCCC2)CC1,pass,2.0,,,1-[2-(pyridin-3-yl)piperidin-1-yl]ethan-1-one,General,,oil,1.0,0.5,15.0,F3395-1848,204.27,,,,,1.0,,,PRI37682,2.0,0.81,,33.2,0.04
